	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	best_epoch	best_validation_accuracy	best_validation_accuracy3	best_validation_f1-measure-overall	best_validation_loss	best_validation_precision-overall	best_validation_recall-overall	dataset_reader.coding_scheme	dataset_reader.sample	dataset_reader.tag_label	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.bidirectional	model.encoder.dropout	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.include_start_end_transitions	model.label_encoding	model.regularizer	model.text_field_embedder.token_embedders.elmo.do_layer_norm	model.text_field_embedder.token_embedders.elmo.dropout	model.text_field_embedder.token_embedders.elmo.options_file	model.text_field_embedder.token_embedders.elmo.requires_grad	model.text_field_embedder.token_embedders.elmo.type	model.text_field_embedder.token_embedders.elmo.weight_file	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.conv_layer_activation	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_accuracy3	test_data_path	test_f1-measure-overall	test_loss	test_precision-overall	test_recall-overall	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_accuracy3	training_cpu_memory_MB	training_duration	training_epochs	training_f1-measure-overall	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_precision-overall	training_recall-overall	training_start_epoch	validation_accuracy	validation_accuracy3	validation_data_path	validation_f1-measure-overall	validation_loss	validation_precision-overall	validation_recall-overall
30	30	80	30	15	0.9902067676492348	0.9914917643393948	0.9528452551062794	40.91893091388777	0.9518052057094878	0.9538875799394144	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	39	True	64	basic	0.19016689146435345	True	0.1350093892912565	243.0	1134.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.06015918747221634', 'type': 'l2'}]]	False	0.4850318217792989	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	52.0	relu	52.0	[1, 2, 3]	20.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3256.468	10	10	5731	10					0.9805103908689566	0.9828146871971574	s3://suching-dev/ner-2003/test.txt	0.9163726182074308	76.57817505024096	0.9131504922644164	0.9196175637393768	s3://suching-dev/ner-2003/train.txt	0	6.838270918934769	0.5	2	reduce_on_plateau	75	1	0.00025985864955442253	adam	25	+f1-measure-overall	0.994887560713286	0.9955849347562384	3256.468	5144.0	39	0.9732551944591936	10	10	5731	10					16.49435619874434	0.974771621275506	0.9717434784458912	0	0.9900704801214906	0.9913165375180094	s3://suching-dev/ner-2003/dev.txt	0.952204955900832	41.24609909805597	0.9505282575884622	0.9538875799394144
31	31	81	31	27	0.9848915540672092	0.9869748062770142	0.9290714345955476	54.406510278290384	0.9311918850380388	0.9269606193200942	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	51	True	64	basic	0.3880166518230628	True	0.010048253649290021	428.0	1242.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.04329008624475847', 'type': 'l2'}]]	False	0.269891111990588	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	42.0	relu	42.0	[1, 2, 3, 4]	42.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3257.532	10	10	5725	10					0.9779476687843222	0.9807042101862818	s3://suching-dev/ner-2003/test.txt	0.9045716822014592	71.45342904550057	0.9070678298023857	0.9020892351274789	s3://suching-dev/ner-2003/train.txt	0	7.978970271863967	0.5	2	reduce_on_plateau	75	1	6.819097963716167e-05	adam	25	+f1-measure-overall	0.9839161972488104	0.9859641196143816	3257.532	6699.0	51	0.9232318902699884	10	10	5725	10					56.48326995156028	0.9299684814990716	0.9165921954125708	0	0.9847942058331062	0.9868969276897316	s3://suching-dev/ner-2003/dev.txt	0.9288907633909244	54.36152688194724	0.9311686115339084	0.9266240323123528
32	32	82	32	12	0.9911802499902652	0.992231610918578	0.9592798250041566	62.52001463198194	0.9591184387617766	0.9594412655671491	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	36	True	64	basic	0.09885378298817377	True	0.05977667193738913	478.0	1155.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.3170211724423055', 'type': 'l2'}]]	False	0.12413973314769974	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	46.0	relu	46.0	[1, 2, 3]	27.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3321.744	10	10	5799	10					0.9809411004630127	0.9830300419941854	s3://suching-dev/ner-2003/test.txt	0.9173809313421786	120.81971933223585	0.9156817780913742	0.9190864022662888	s3://suching-dev/ner-2003/train.txt	0	7.763583990169573	0.5	2	reduce_on_plateau	75	1	0.0023770158475425076	adam	25	+f1-measure-overall	0.9999459780670952	0.9999607113215241	3321.744	4935.0	36	0.9997021149835664	10	10	5799	10					0.1344945428490808	0.9997021149836164	0.9997021149836164	0	0.9911023714029829	0.9922121412717572	s3://suching-dev/ner-2003/dev.txt	0.958627648839506	67.28712407280419	0.9579831932773109	0.9592729720632784
33	33	83	33	1	0.9888828316654336	0.9901678283555936	0.9469160768452484	36.12144081265319	0.9481943975700304	0.9456411982497476	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	25	True	64	basic	0.027311110697349483	True	0.30239779082975005	487.0	1164.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.01670917598936111', 'type': 'l2'}]]	False	0.4987168051162314	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	58.0	relu	58.0	[1, 2, 3]	30.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3270.236	10	10	5711	10					0.9791105846882742	0.9816087003338	s3://suching-dev/ner-2003/test.txt	0.9104755158062016	64.64068453400223	0.9107174490699734	0.9102337110481586	s3://suching-dev/ner-2003/train.txt	0	9.109508103763462	0.5	2	reduce_on_plateau	75	1	0.008363215120352503	adam	25	+f1-measure-overall	0.9999558002367144	0.9999656224063334	3270.236	3239.0	25	0.9997659225841647	10	10	5711	10					0.08546260030178184	0.999872307823274	0.9996595599812758	0	0.9883376815544566	0.9898952533001052	s3://suching-dev/ner-2003/dev.txt	0.9434947368420552	55.04612623476515	0.9442103488960054	0.9427802086839449
34	34	84	34	74	0.8499279623067637	0.8670417818620769	0.13479160508422336	531.1109421673943	0.5533980582524272	0.07674183776506227	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	74	True	64	basic	0.3411252935267037	True	0.38681392919855256	269.0	1263.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0695527937114762', 'type': 'l2'}]]	False	0.23396838238035084	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	43.0	relu	43.0	[1, 2, 3]	63.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3259.6	10	10	5725	10					0.8435662754387854	0.8674060514697964	s3://suching-dev/ner-2003/test.txt	0.12593611493196474	465.868074770327	0.4603351955307262	0.07294617563739376	s3://suching-dev/ner-2003/train.txt	0	5.1969187518679245	0.5	2	reduce_on_plateau	75	1	4.602244513161261e-06	adam	25	+f1-measure-overall	0.8495341836058167	0.8724198388181965	3259.6	9594.0	74	0.13493993135008756	10	10	5725	10					510.4366014653986	0.4222421123293802	0.08030128941657091	0	0.8499279623067637	0.8670417818620769	s3://suching-dev/ner-2003/dev.txt	0.13479160508422336	531.1109421673943	0.5533980582524272	0.07674183776506227
35	35	85	35	72	0.9427008294069544	0.9471983178225148	0.6786413552395858	228.22630201601515	0.6866494401378123	0.6708179064288119	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	74	True	64	basic	0.38361925298723415	True	0.010758487256699423	196.0	1162.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.021121859810817635', 'type': 'l2'}]]	False	0.2947982925617573	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	18.0	relu	18.0	[1, 2, 3, 4]	22.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3228.948	10	10	5723	10					0.9388177021643156	0.944459997846452	s3://suching-dev/ner-2003/test.txt	0.673352435530036	206.44501961602103	0.6811594202898551	0.6657223796033994	s3://suching-dev/ner-2003/train.txt	0	5.666776319208144	0.5	2	reduce_on_plateau	75	1	1.7207258153247033e-05	adam	25	+f1-measure-overall	0.9390878151074792	0.9444163421258122	3228.948	9539.0	74	0.6656802802497379	10	10	5723	10					230.78579424077813	0.6810774710596617	0.6509638708030129	0	0.9426618901133134	0.9471593785288734	s3://suching-dev/ner-2003/dev.txt	0.6783008427683164	228.16825088800167	0.6863049095607235	0.6704813194210704
36	36	86	36	15	0.9898368443596434	0.9911607803434446	0.9511252939200038	41.51915277219286	0.9492122024807241	0.9530461124200604	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	39	True	64	basic	0.3846372640120011	True	0.4163140755420651	289.0	1190.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.08677010235182883', 'type': 'l2'}]]	False	0.4516817755874703	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	63.0	relu	63.0	[1, 2, 3, 4]	29.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3240.568	10	10	5725	10					0.9789383008506516	0.9812210616991494	s3://suching-dev/ner-2003/test.txt	0.9069890575361308	86.98396161750509	0.9041168191414496	0.9098796033994334	s3://suching-dev/ner-2003/train.txt	0	7.206082884657048	0.5	2	reduce_on_plateau	75	1	0.008708553505355704	adam	25	+f1-measure-overall	0.9980257439065716	0.9983695198432382	3240.568	5072.0	39	0.9907007426637512	10	10	5725	10					3.767283772812648	0.99080616327573	0.990595344482744	0	0.9896226782446168	0.9908687356411354	s3://suching-dev/ner-2003/dev.txt	0.9508774876143592	42.84636996774113	0.9488855371208312	0.9528778189161898
37	37	87	37	10	0.9911023714029829	0.992231610918578	0.9570046276819021	38.2882386375876	0.9569241124011442	0.9570851565129586	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	34	True	64	basic	0.4391764824959697	True	0.07330332478733681	362.0	1194.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.3084606803821794', 'type': 'l2'}]]	False	0.1563251162353677	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	46.0	relu	46.0	[1, 2, 3]	40.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3258.048	10	10	5717	10					0.9820178744481534	0.9841283514590288	s3://suching-dev/ner-2003/test.txt	0.9224778761061448	86.49304280457676	0.9221514508138712	0.9228045325779036	s3://suching-dev/ner-2003/train.txt	0	6.204330171918622	0.5	2	reduce_on_plateau	75	1	0.0031591640762655463	adam	25	+f1-measure-overall	0.9995776467063808	0.9996365797240953	3258.048	4320.0	34	0.9977442969015504	10	10	5717	10					1.135202142122117	0.9978717064657556	0.9976169198689306	0	0.9911023714029829	0.9921926716249369	s3://suching-dev/ner-2003/dev.txt	0.9567631224763968	41.58509884628595	0.9564413050790448	0.9570851565129586
38	38	88	38	7	0.9910439624625208	0.9921342626844748	0.9581050324537982	42.465173216427075	0.9598040871474414	0.9564119824974756	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	31	True	64	basic	0.0776590826790246	True	0.3421873196983769	288.0	1384.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.004133129963771333', 'type': 'l2'}]]	False	0.14919335973734815	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	37.0	relu	37.0	[1, 2, 3, 4, 5]	62.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3243.0	10	10	5711	10					0.9823839776031013	0.9843221707763541	s3://suching-dev/ner-2003/test.txt	0.9240696543798668	88.20084458810312	0.9226831421006179	0.9254603399433428	s3://suching-dev/ner-2003/train.txt	0	9.313537115468376	0.5	2	reduce_on_plateau	75	1	0.0008061736085459751	adam	25	+f1-measure-overall	0.9999508891519048	0.9999705334911428	3243.0	4061.0000000000014	31	0.9997233748270592	10	10	5711	10					0.19149144727059386	0.9997871978209056	0.9996595599812758	0	0.9910439624625208	0.992173201978116	s3://suching-dev/ner-2003/dev.txt	0.9574234887445754	47.42449115304386	0.9592836627808752	0.9555705149781218
39	39	89	39	23	0.9865659436937814	0.9884155601417388	0.9345888683369268	53.95502686968037	0.9338037634408602	0.9353752945136318	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	47	True	64	basic	0.19720628416191416	True	0.2638091249198879	161.0	1122.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.015879485568510297', 'type': 'l2'}]]	False	0.06487139790265972	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	31.0	relu	31.0	[1, 2, 3]	16.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3244.716	10	10	5711	10					0.9778830623452136	0.9804673199095508	s3://suching-dev/ner-2003/test.txt	0.902116402116352	78.10682031843398	0.8986296556570625	0.9056303116147308	s3://suching-dev/ner-2003/train.txt	0	7.348497251643701	0.5	2	reduce_on_plateau	75	1	8.903172912635116e-05	adam	25	+f1-measure-overall	0.9889156815849052	0.9903153407556196	3244.712	6048.0	47	0.943456705701292	10	10	5711	10					41.75562204881148	0.9475468944499292	0.9394016766670922	0	0.9864685954596784	0.9882987422608154	s3://suching-dev/ner-2003/dev.txt	0.9340844123086772	53.84016543743658	0.9332997311827956	0.9348704140020196
40	40	90	40	24	0.990751917760212	0.9920174448035513	0.9560245522575808	40.06456083409928	0.9553016299781548	0.9567485695052173	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	48	True	64	basic	0.12021118465962324	True	0.07202708158649862	142.0	1244.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.601064160479004', 'type': 'l2'}]]	False	0.3640852146037006	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	42.0	relu	42.0	[1, 2, 3, 4, 5]	34.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3241.456	10	10	5705	10					0.9818025196511252	0.9840422095402176	s3://suching-dev/ner-2003/test.txt	0.9207580431907828	77.83759182470816	0.9167983149025803	0.9247521246458924	s3://suching-dev/ner-2003/train.txt	0	5.798647770567854	0.5	2	reduce_on_plateau	75	1	0.00032618432411041985	adam	25	+f1-measure-overall	0.9969649495877144	0.9973971250509523	3241.456	6333.0	48	0.9843500479079668	10	10	5705	10					10.59513000574979	0.9850421886985424	0.9836588791012384	0	0.9906740391729294	0.9919395662162688	s3://suching-dev/ner-2003/dev.txt	0.955439717504574	40.04834027383842	0.9546370967741936	0.9562436889936048
41	41	91	41	16	0.9905377516451852	0.991783809041704	0.9533008567108521	62.6641383451574	0.9515425888665324	0.9550656344665096	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	40	True	64	basic	0.16153352955462175	True	0.177723059329568	345.0	1282.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.024169977416650192', 'type': 'l2'}]]	False	0.07338847012550652	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	43.0	relu	43.0	[1, 2, 3, 4]	52.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3269.188	10	10	5763	10					0.9808549585442016	0.9830300419941854	s3://suching-dev/ner-2003/test.txt	0.9171446219005944	108.35079246097142	0.914160070360598	0.9201487252124646	s3://suching-dev/ner-2003/train.txt	0	5.748713755752813	0.5	2	reduce_on_plateau	75	1	0.003849619393386232	adam	25	+f1-measure-overall	0.9999017783038096	0.9999263337278572	3269.188	5515.0	40	0.9994467143343048	10	10	5763	10					0.1428982625630769	0.9995743412931511	0.9993191199625516	0	0.9904404034110821	0.9917059304544216	s3://suching-dev/ner-2003/dev.txt	0.9525409491809664	65.84469092125987	0.9508636592319304	0.9542241669471558
42	42	92	42	37	0.910011292395156	0.9205638409719248	0.4764454857333614	319.89209732354857	0.4737893160259611	0.4791316055200269	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	61	True	64	basic	0.4947040730363181	True	0.3082957559925071	79.0	1159.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.05838237455216439', 'type': 'l2'}]]	False	0.3463513852635337	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	48.0	relu	48.0	[1, 2, 3, 4, 5]	17.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3224.436	10	10	5691	10					0.8960697749542371	0.9109292559491764	s3://suching-dev/ner-2003/test.txt	0.4285714285713785	290.51421073631	0.4223100721897559	0.4350212464589235	s3://suching-dev/ner-2003/train.txt	0	8.219177122767361	0.5	2	reduce_on_plateau	75	1	3.720646117288687e-05	adam	25	+f1-measure-overall	0.8961060008545287	0.9120326488918136	3224.436	8079.000000000001	61	0.4192007711856481	10	10	5691	10					343.38468121615324	0.4320162564913073	0.4071237073918039	0	0.910011292395156	0.9205249016782836	s3://suching-dev/ner-2003/dev.txt	0.4762781357208102	319.49120495366117	0.473622898984856	0.4789633120161562
43	43	93	43	22	0.9894863907168724	0.9908297963474942	0.9507256159297508	42.19027756709679	0.9532994923857868	0.9481656008078088	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	46	True	64	basic	0.09196615218069376	True	0.3453957257075088	491.0	1298.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0016325078342786488', 'type': 'l2'}]]	False	0.12884571086728402	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	25.0	relu	25.0	[1, 2, 3, 4]	56.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3274.064000000001	10	10	5715	10					0.9796489716808442	0.9819963389684504	s3://suching-dev/ner-2003/test.txt	0.9120879120878622	82.49880444561994	0.9130589070262598	0.9111189801699716	s3://suching-dev/ner-2003/train.txt	0	5.116866536295216	0.5	2	reduce_on_plateau	75	1	0.00018254513895505663	adam	25	+f1-measure-overall	0.9993861143988096	0.9994646917557621	3274.064000000001	5987.0	46	0.9967225674639836	10	10	5715	10					3.3681760950521986	0.9969347354080632	0.9965104898080772	0	0.9893306335423075	0.9906740391729294	s3://suching-dev/ner-2003/dev.txt	0.9501392052644398	42.334367621178714	0.9526306885467772	0.9476607202961964
44	44	94	44	8	0.9916085822203186	0.9925625949145284	0.959157894736792	44.85755366905064	0.9598853868194842	0.9584315045439246	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	32	True	64	basic	0.2716851764443373	True	0.4204067798619172	506.0	1254.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.025771563630645263', 'type': 'l2'}]]	False	0.015907712091157378	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	56.0	relu	56.0	[1, 2, 3, 4, 5]	36.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3273.4240000000004	10	10	5717	10					0.982513190481318	0.9845159900936792	s3://suching-dev/ner-2003/test.txt	0.9247501989565332	97.63245596709076	0.9236883942766296	0.925814447592068	s3://suching-dev/ner-2003/train.txt	0	5.3997563088043234	0.5	2	reduce_on_plateau	75	1	0.0008615944682417786	adam	25	+f1-measure-overall	0.9999508891519048	0.9999705334911428	3273.4240000000004	4193.0	32	0.9997020896284132	10	10	5717	10					0.19886533279310573	0.9997871887635668	0.9996170049789352	0	0.991238658930727	0.9922510805653986	s3://suching-dev/ner-2003/dev.txt	0.958133265942162	50.652779336069145	0.9591836734693876	0.9570851565129586
