Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.sorting_keys	iterator.type	model.aggregate_feedforward.activations	model.aggregate_feedforward.dropout	model.aggregate_feedforward.hidden_dims	model.aggregate_feedforward.input_dim	model.aggregate_feedforward.num_layers	model.attend_feedforward.activations	model.attend_feedforward.dropout	model.attend_feedforward.hidden_dims	model.attend_feedforward.input_dim	model.attend_feedforward.num_layers	model.compare_feedforward.activations	model.compare_feedforward.dropout	model.compare_feedforward.hidden_dims	model.compare_feedforward.input_dim	model.compare_feedforward.num_layers	model.initializer	model.similarity_function.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.projection_dim	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.grad_clipping	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss	dataset_reader.sample	embedding
10	137	0.5911400121926438	0.8874105482132404	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.021170838371933842', '0.0']	[425, 3]	876	2	relu	0.4896244000536352	83	268	2	tanh	0.3335455506052476	438	536	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	268	False	embedding	decomposable_attention	7405.2	1829	2447	1179	1183	2919	2269	2237	1603	0.5943607491856677	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.8863614290565639	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	5.325609242980394	140	2.7914009292408776e-05	adagrad	20	+accuracy	0.5548130848776865	7405.2	39385.0	139	1627	2447	1179	1183	2919	2269	2237	1603	0.9386734528482682	0	0.590428774639301	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.8869884029611365	550152	glove
11	138	0.6608412924202398	0.7884083158010012	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.052174455682732435', '0.052174455682732435', '0.0']	[207, 207, 3]	694	3	tanh	0.3610610319014174	140	199	1	relu	0.20367582535018824	347	398	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	199	False	embedding	decomposable_attention	7404.804	3423	2671	3447	1515	3167	2965	1859	2551	0.6665309446254072	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.7842064573393239	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.840885630212593	140	4.2031112809660116e-05	adagrad	20	+accuracy	0.6161873574495738	7404.804	36004.0	139	3423	1513	1573	1515	3167	2965	1859	1349	0.8543953571645656	0	0.6608412924202398	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.7877999304176925	550152	glove
12	139	0.43741109530583216	1.056091932120261	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.0838860158823545', '0.0838860158823545', '0.0']	[141, 141, 3]	1020	3	relu	0.1429081391087842	324	197	1	relu	0.4722709329206528	510	394	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	197	False	embedding	decomposable_attention	7417.408	3423	2671	3447	1515	3167	2965	1859	2551	0.4379071661237785	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	1.0586750747321487	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	9.494594032932431	140	2.291309256604748e-06	adagrad	20	+accuracy	0.3919875056201046	7417.408	36584.0	139	3423	2671	1573	1515	3167	2965	1859	1349	1.1154639062654828	0	0.43741109530583216	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	1.056091932120261	550152	glove
13	134	0.8350944929892299	0.4258255228980795	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.1664852040204604', '0.1664852040204604', '0.1664852040204604', '0.0']	[361, 361, 361, 3]	882	4	relu	0.06237158980445617	85	263	1	relu	0.26818628505988296	441	526	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	263	False	embedding	decomposable_attention	7417.544	1829	2447	1179	1183	2919	2269	2237	1603	0.8268526058631922	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4421000652886056	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.833505105007143	140	0.002461728373696429	adagrad	20	+accuracy	0.8408076932178307	7417.544	39644.0	139	1627	2447	1179	1183	2919	2269	2237	10	0.4067035089095035	0	0.8349928876244666	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4253622275087741	550152	glove
14	24	0.8362121520016257	0.4333633670172134	True	single_id	['@@NULL@@']	snli	43	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.04163033990803172', '0.04163033990803172', '0.04163033990803172', '0.0']	[86, 86, 86, 3]	440	4	tanh	0.1789477334494039	340	109	2	relu	0.01757230448480246	220	218	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	109	False	embedding	decomposable_attention	7412.38	2193	1513	2807	2135	3167	2777	2389	2929	0.8317385993485342	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4410767906478473	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	7.369290343641784	140	0.011411318613704723	adagrad	20	+accuracy	0.8609891020028505	7412.38	13422.0	43	2193	1513	2807	2135	10	2777	2389	2929	0.3656821623982693	0	0.8297094086567771	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4533248626953595	550152	glove
15	116	0.8100995732574681	0.4919582657612763	True	single_id	['@@NULL@@']	snli	135	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.12215911284146364', '0.12215911284146364', '0.12215911284146364', '0.0']	[142, 142, 142, 3]	370	4	tanh	0.022134401918642355	401	95	3	tanh	0.0917024212004896	185	190	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	95	False	embedding	decomposable_attention	7405.172	3423	2671	2807	2135	3167	2965	2389	2929	0.8021172638436482	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4994946768531552	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	5.389949976221068	140	0.02127197575656811	adagrad	20	+accuracy	0.7959196675446468	7405.172	44387.0	135	2193	1513	2807	2135	3167	2777	2389	2929	0.5128847097306194	0	0.8080674659622028	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4900554211495758	550152	glove
16	129	0.6289372078845763	0.8361220158539809	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.4168277593238397', '0.4168277593238397', '0.0']	[99, 99, 3]	158	3	relu	0.06709117110611151	285	132	2	tanh	0.4611569616117314	79	264	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	132	False	embedding	decomposable_attention	7406.016	3423	2671	3447	1141	2919	2425	2237	2551	0.629885993485342	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.8368664496130758	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	5.822142433327818	140	0.029870444145382726	adagrad	20	+accuracy	0.5899753716550139	7406.016	39398.0	139	3423	2671	3447	1141	1405	2425	1859	2551	0.8909155425423789	0	0.6261938630359682	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.8326849890993787	550152	glove
17	136	0.8193456614509246	0.4616364527058292	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.23323311826731086', '0.0']	[453, 3]	230	2	tanh	0.3770315415300246	347	79	1	relu	0.23326789677897106	115	158	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	79	False	embedding	decomposable_attention	7418.552	2195	1513	2807	2135	3589	2777	2389	2929	0.8204397394136808	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4628034451758707	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.364037775658657	140	0.0045971138814673036	adagrad	20	+accuracy	0.7988066265356311	7418.552	40037.0	139	1675	1211	2807	10	3589	1825	2319	1521	0.5080643633739869	0	0.8178215809794758	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4608828561840119	550152	glove
18	139	0.5530380004064215	0.94966014677828	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'linear']	['0.32183072982311584', '0.0']	[356, 3]	1004	2	tanh	0.4855850363477003	186	210	1	relu	0.4326073522197607	502	420	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	210	False	embedding	decomposable_attention	7405.972	2195	1513	2807	3635	3589	1825	2389	2929	0.5453990228013029	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.9539736118409541	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	9.13631224298231	140	3.8842987929499735e-05	adagrad	20	+accuracy	0.5164689542691862	7405.972	39764.0	139	1675	1211	2157	3635	3589	1825	2319	1521	0.9858658094400018	0	0.5530380004064215	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.94966014677828	550152	glove
19	137	0.4948181263970738	1.0196725753220646	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.3019267782447623', '0.3019267782447623', '0.3019267782447623', '0.0']	[166, 166, 166, 3]	514	4	tanh	0.2467459272168518	243	156	2	relu	0.1425760460063888	257	312	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	156	False	embedding	decomposable_attention	7406.1	1675	2681	2157	3635	3589	3487	2319	3313	0.4930781758957655	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	1.0224595782044643	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.208760699744762	140	2.2960853590708482e-05	adagrad	20	+accuracy	0.44846887417700737	7406.1	40466.0	139	1581	2681	2157	1295	1561	3487	2167	3313	1.0493614573486476	0	0.4948181263970738	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	1.0191562415717483	550152	glove
20	118	0.8139605771184718	0.478122790041682	True	single_id	['@@NULL@@']	snli	137	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.07597163395616419', '0.07597163395616419', '0.0']	[320, 320, 3]	896	3	tanh	0.2522428349016928	451	262	1	tanh	0.15651997452521146	448	524	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	262	False	embedding	decomposable_attention	7417.151999999999	1675	2681	2967	3635	3589	3487	2319	3313	0.8048656351791531	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4888450385301144	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	7.339181080935246	140	0.004935694824409986	adagrad	20	+accuracy	0.8203350401462046	7417.151999999999	38703.0	137	1581	2681	2967	1295	1561	3487	2167	3313	0.4502066007909909	0	0.813249339565129	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4773748106770701	550152	glove
21	137	0.7593984962406015	0.5969237925170304	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.473012796498657', '0.473012796498657', '0.473012796498657', '0.0']	[400, 400, 400, 3]	602	4	relu	0.1660515267117178	326	286	3	relu	0.4971033680345813	301	572	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	286	False	embedding	decomposable_attention	7410.048000000002	1581	2681	2967	1295	1561	2715	2167	3313	0.7627239413680782	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.5947847074115431	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.728772560235093	140	0.0004929609824245847	adagrad	20	+accuracy	0.7275773754157057	7410.048000000002	31475.000000000004	139	0	0	0	0	0	2715	0	0	0.6612405980392971	0	0.7590936801463117	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.5990477662968945	550152	glove
22	138	0.3713676082097135	1.1151437906475812	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.08183044449799487', '0.08183044449799487', '0.0']	[174, 174, 3]	134	3	tanh	0.06541088440901817	288	221	2	relu	0.3893417012445325	67	442	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	221	False	embedding	decomposable_attention	7419.864	1829	2447	1287	1183	2919	2269	2237	2551	0.3715390879478828	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	1.1143654066246826	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.104772484966206	140	1.6332193354674034e-06	adagrad	20	+accuracy	0.34434540116170065	7419.864	41241.0	139	1627	2447	1287	957	2919	1743	2237	2551	1.2931071544571224	0	0.3712660028449502	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	1.115026721706638	550152	glove
23	135	0.7424304003251372	0.6220597110011361	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.05437782175659095', '0.05437782175659095', '0.05437782175659095', '0.0']	[198, 198, 198, 3]	550	4	relu	0.4427019759832945	439	284	3	tanh	0.2938178814999233	275	568	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	284	False	embedding	decomposable_attention	7428.972	3423	2671	3447	1515	3167	2965	2237	2551	0.7422638436482085	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6154063661377152	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.542719645419687	140	0.0014827196985766375	adagrad	20	+accuracy	0.746866848572994	7428.972	46280.0	139	3423	1513	1573	593	3167	2965	1859	1349	0.6091730656503298	0	0.7416175574070311	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6220636327158321	550152	glove
24	128	0.8072546230440967	0.4939515407789837	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'linear']	['0.10728800349490447', '0.0']	[489, 3]	624	2	tanh	0.4975859430683677	254	110	2	tanh	0.3747327365246222	312	220	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	110	False	embedding	decomposable_attention	7419.411999999998	3423	2447	1287	1183	2919	2425	2237	2551	0.8031351791530945	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4966016804630106	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.700759272301347	140	0.01669722641652089	adagrad	20	+accuracy	0.7882563022533207	7419.411999999998	38854.0	139	3423	1687	1287	1141	1405	2425	2237	2551	0.5241320842437842	0	0.8061369640317009	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4907606731761586	550152	glove
25	135	0.8228002438528754	0.4590777170348477	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.06309919661138208', '0.0']	[137, 3]	584	2	relu	0.12466571983506508	301	92	3	tanh	1.967784358775093e-05	292	184	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	92	False	embedding	decomposable_attention	7421.791999999998	3423	2671	3447	1515	2919	2965	2237	2551	0.822271986970684	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4602650956480534	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.9187703445955275	140	0.0037382190857386632	adagrad	20	+accuracy	0.8161520440798228	7421.791999999998	42556.0	139	3423	2671	3447	1515	1405	2965	1859	2551	0.4655520979641396	0	0.8206665311928469	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4592262414562238	550152	glove
26	139	0.5359682991261938	0.9673941495356622	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.09600191041115969', '0.09600191041115969', '0.0']	[102, 102, 3]	350	3	relu	0.4756780596652179	156	160	2	relu	0.09872213407930144	175	320	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	160	False	embedding	decomposable_attention	7417.432	1829	2447	1179	1183	2919	2269	2237	1603	0.5424470684039088	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.962202285017286	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.030746206730307	140	4.0452458043223743e-05	adagrad	20	+accuracy	0.5097976398291124	7417.432	39282.0	139	1627	2447	1179	1183	2919	2269	2237	1603	0.9938318078637901	0	0.5359682991261938	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.9673941495356622	550152	glove
27	2	0.3382442592968909	1.1030080001075546	True	single_id	['@@NULL@@']	snli	21	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.06308734666962795', '0.06308734666962795', '0.0']	[403, 403, 3]	432	3	relu	0.12818604251495747	444	122	3	relu	0.0904429204071358	216	244	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	122	False	embedding	decomposable_attention	7409.368	3423	2671	3447	1515	1405	2965	1859	2551	0.3428338762214984	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	1.1026155693190438	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	7.084881500401933	140	0.02682923769893981	adagrad	20	+accuracy	0.3340717589516662	7409.368	6158.0	21	3423	2671	3447	1515	1405	2965	1859	1349	1.0996250147477329	0	0.3330623856939646	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	1.0987012463730652	550152	glove
28	139	0.7010770168664906	0.7122853626678516	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.16963899797318555', '0.0']	[143, 3]	738	2	relu	0.11469926661693015	77	244	2	tanh	0.3073705069758898	369	488	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	244	False	embedding	decomposable_attention	7405.308000000001	3423	2671	3447	1141	2919	2425	2237	2551	0.7016490228013029	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.7109313448528191	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.417439113566296	140	0.015144151435982097	adagrad	20	+accuracy	0.6683219050288787	7405.308000000001	39949.0	139	3423	2671	3447	1141	1405	2425	1859	2551	0.7686516350136943	0	0.7010770168664906	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.7122853626678516	550152	glove
29	113	0.8188376346271083	0.4754043674314177	True	single_id	['@@NULL@@']	snli	132	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.10064972967525926', '0.10064972967525926', '0.10064972967525926', '0.0']	[398, 398, 398, 3]	198	4	tanh	0.05862117117136145	321	70	3	relu	0.2613683031165838	99	140	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	70	False	embedding	decomposable_attention	7415.656	1675	2681	2967	3635	1561	3487	2319	3313	0.8131107491856677	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4807283369364677	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.444754457291678	140	0.04377514067786282	adagrad	20	+accuracy	0.7939938146994632	7415.656	41912.0	132	1581	2681	2967	1295	0	2715	2167	0	0.5139988682858597	0	0.8184312131680552	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4722186893998802	550152	glove
30	136	0.735724446250762	0.6347290302638884	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.32054675978321323', '0.32054675978321323', '0.32054675978321323', '0.0']	[463, 463, 463, 3]	646	4	relu	0.047305133704291465	354	73	3	tanh	0.003347991248205895	323	146	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	73	False	embedding	decomposable_attention	7407.156	1829	2447	1287	1183	2919	2425	2237	2551	0.7408387622149837	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6354222601497328	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.8519357462441075	140	0.000322782538567565	adagrad	20	+accuracy	0.7176969129925896	7407.156	44849.0	139	1627	1687	1287	1141	2919	2425	2237	2551	0.6730273207658268	0	0.7350132086974193	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6335059350187128	550152	glove
