	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.max_tokens	dataset_reader.max_tuples	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.attention_similarity.type	model.edge_embedding.embedding_dim	model.edge_embedding.vocab_namespace	model.edge_probability.activations	model.edge_probability.dropout	model.edge_probability.hidden_dims	model.edge_probability.input_dim	model.edge_probability.num_layers	model.ignore_edges	model.initializer	model.phrase_probability.activations	model.phrase_probability.dropout	model.phrase_probability.hidden_dims	model.phrase_probability.input_dim	model.phrase_probability.num_layers	model.premise_encoder.bidirectional	model.premise_encoder.hidden_size	model.premise_encoder.input_size	model.premise_encoder.num_layers	model.premise_encoder.type	model.text_field_embedder.tokens.embedding_dim	model.text_field_embedder.tokens.pretrained_file	model.text_field_embedder.tokens.projection_dim	model.text_field_embedder.tokens.trainable	model.text_field_embedder.tokens.type	model.type	model.use_encoding_for_node	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.gamma	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss	dataset_reader.sample
10	2	0.7898773006134969	0.4644488067161746	500	500	True	single_id	[]	entailment_tuple	21	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	127	edges	['tanh', 'linear']	['0.4533759691257268', '0.0']	[419, 2]	1059	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.08398794851291358', '0']	[145, 2]	276	2	True	233	69	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	69	False	embedding	tree_attention	False	3189.452	4605	7953	4587	5669	6197	2131	1705	5975	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.445881096126296	0.5	exponential	140	0.0013750714618998637	adam	20	+accuracy	0.9437401958706066	3189.452	1427.0	21	4605	7953	4587	5669	6197	2131	1705	3271	0.1562116087521663	0	0.7607361963190185	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6837539237174319	10000
11	3	0.6449386503067485	0.6255499800530876	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	211	edges	['relu', 'relu', 'linear']	['0.2723531110570948', '0.2723531110570948', '0.0']	[138, 138, 2]	1803	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.189965372932329', '0.189965372932329', '0.189965372932329', '0']	[268, 268, 268, 2]	668	4	True	398	167	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	167	False	embedding	tree_attention	False	3203.8	5953	7417	5295	6303	4181	3709	5579	2763	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.543047488716407	0.5	exponential	140	6.265320111550592e-06	adam	20	+accuracy	0.7036079196167381	3203.8	1586.0	22	4587	7417	5295	6303	4181	2373	5579	2763	0.5623109884585364	0	0.63420245398773	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6277852414584741	10000
12	30	0.7154907975460123	0.5904912932253465	500	500	True	single_id	[]	entailment_tuple	49	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	94	edges	['tanh', 'linear']	['0.01545200744590991', '0.0']	[350, 2]	544	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.16098513476954607', '0']	[141, 2]	744	2	False	225	186	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	186	False	embedding	tree_attention	False	3194.076	4543	8089	6739	5861	4607	5031	6597	3687	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.474852133232321	0.5	exponential	140	0.016754332956573748	adam	20	+accuracy	0.7647856870309917	3194.076	3277.0	49	4543	8089	6739	5861	4607	5031	4685	3687	0.49151112460483937	0	0.7116564417177914	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5915134801733785	10000
13	0	0.5038343558282209	5.15320442798661	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	288	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.01872939832853804', '0.01872939832853804', '0.01872939832853804', '0.0']	[496, 496, 496, 2]	1964	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.0765180787024266', '0.0765180787024266', '0']	[112, 112, 2]	604	3	True	419	151	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	151	False	embedding	tree_attention	False	3223.544	5953	6381	5295	5455	3875	7591	3695	2333	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.803715052855656	0.5	exponential	140	0.061190858767540324	adam	20	+accuracy	0.6275914698774748	3223.544	1555.0	19	5953	6381	5295	5455	2593	2865	3695	2333	0.6669644303645118	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.733927862309828	10000
14	4	0.7576687116564417	0.5770708210766315	500	500	True	single_id	[]	entailment_tuple	23	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	294	edges	['relu', 'relu', 'linear']	['0.4043475516599', '0.4043475516599', '0.0']	[496, 496, 2]	2042	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.1204584348913818', '0.1204584348913818', '0.1204584348913818', '0']	[150, 150, 150, 2]	500	4	True	437	125	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	125	False	embedding	tree_attention	False	3279.14	5953	7409	4587	7721	6331	3997	2701	5673	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.611269451341103	0.5	exponential	140	0.0013349662971335612	adam	20	+accuracy	0.9477678382159664	3279.14	2145.0	23	5953	7409	4587	4579	10	3997	2071	3157	0.1392122150401948	0	0.7430981595092024	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.9748397369119453	10000
15	0	0.49616564417177916	0.846865846253023	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	159	edges	['tanh', 'tanh', 'linear']	['0.4854788606315942', '0.4854788606315942', '0.0']	[92, 92, 2]	1447	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.4446195806486428', '0.4446195806486428', '0.4446195806486428', '0']	[267, 267, 267, 2]	812	4	True	322	203	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	203	False	embedding	tree_attention	False	3211.788	3929	8089	6739	5861	2285	6769	7383	4363	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.893594927114345	0.5	exponential	140	0.00534620483336633	adam	20	+accuracy	0.6353923771569084	3211.788	1706.0	19	3929	8089	6739	5861	2285	2987	1905	4363	0.6481596979246301	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7210621779284826	10000
16	3	0.7569018404907976	0.5361895891951352	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	231	edges	['relu', 'linear']	['0.026779722996214783', '0.0']	[134, 2]	1279	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.23905549482167876', '0.23905549482167876', '0.23905549482167876', '0']	[399, 399, 399, 2]	904	4	True	262	226	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	226	False	embedding	tree_attention	False	3192.792	5177	8089	6739	5861	4787	2729	2825	4449	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.489401911576918	0.5	exponential	140	0.0004459050561703134	adam	20	+accuracy	0.8972315258405054	3192.792	1576.0	22	5177	8089	6739	5861	4787	2729	2177	4449	0.23893746371870322	0	0.7392638036809815	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6247559979376269	10000
17	0	0.49616564417177916	1.1078870701717167	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	283	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.1757669843140397', '0.1757669843140397', '0.1757669843140397', '0.0']	[306, 306, 306, 2]	665	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.3136106460190343', '0']	[250, 2]	1036	2	False	191	259	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	259	False	embedding	tree_attention	False	3193.632	3929	7901	7395	4473	4893	3817	6093	7369	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.831157087457427	0.5	exponential	140	0.005595005344004688	adam	20	+accuracy	0.6346716411582651	3193.632	1346.0	19	3929	7901	6131	4473	10	3817	6093	7369	0.6449758998620309	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.712661136214326	10000
18	2	0.7538343558282209	0.5199205253909274	500	500	True	single_id	[]	entailment_tuple	21	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	260	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.19939455160978242', '0.19939455160978242', '0.19939455160978242', '0.0']	[403, 403, 403, 2]	1212	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.31873753830288276', '0.31873753830288276', '0']	[365, 365, 2]	596	3	False	476	149	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	149	False	embedding	tree_attention	False	3222.972	5713	7953	7535	5669	4127	2437	4063	3083	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.756585515940628	0.5	exponential	140	0.00032877639180000176	adam	20	+accuracy	0.8460168737016153	3222.972	1686.0	21	5713	7953	3451	5669	4127	2437	3559	3083	0.3454108991057186	0	0.7285276073619632	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5715854820318338	10000
19	27	0.7177914110429447	0.5759580778639491	500	500	True	single_id	[]	entailment_tuple	46	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	141	edges	['relu', 'relu', 'relu', 'linear']	['0.3231793969052401', '0.3231793969052401', '0.3231793969052401', '0.0']	[340, 340, 340, 2]	745	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.13202469219327773', '0.13202469219327773', '0.13202469219327773', '0']	[333, 333, 333, 2]	784	4	False	302	196	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	196	False	embedding	tree_attention	False	3197.224	5177	8089	6739	5861	4787	2729	6115	6655	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.872684796698482	0.5	exponential	140	3.612446981603353e-05	adam	20	+accuracy	0.7676262347903506	3197.224	3114.0	46	5177	8089	6739	5861	4787	1555	2179	4449	0.4723780118535131	0	0.7147239263803681	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.572505727592038	10000
20	8	0.7085889570552147	0.573395323644324	500	500	True	single_id	[]	entailment_tuple	27	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	289	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.44504477035338585', '0.44504477035338585', '0.44504477035338585', '0.0']	[81, 81, 81, 2]	1333	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.28724181165514023', '0.28724181165514023', '0.28724181165514023', '0']	[305, 305, 305, 2]	692	4	True	261	173	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	173	False	embedding	tree_attention	False	3201.444	7491	8089	6739	5861	5353	7461	4861	6457	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.619751576602614	0.5	exponential	140	0.005099754078545074	adam	20	+accuracy	0.7549073642260568	3201.444	2170.0	27	7491	8089	6739	5861	5353	7461	4861	5377	0.4921240554169073	0	0.7016871165644172	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.585552861959469	10000
21	5	0.49846625766871167	0.7011768349060198	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	243	edges	['relu', 'linear']	['0.07670259580267758', '0.0']	[468, 2]	607	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.46392365286035103', '0']	[239, 2]	280	2	True	91	70	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	70	False	embedding	tree_attention	False	3190.812	4543	8089	6739	5861	4787	1997	2825	2335	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.9685177136908045	0.5	exponential	140	1.9603273393487708e-06	adam	20	+accuracy	0.6348412260991224	3190.812	2003.0000000000002	24	4543	8089	6739	5861	4787	1997	2825	2335	0.64449192974527	0	0.4976993865030675	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7011535483889464	10000
22	38	0.6932515337423313	0.6113338812095362	500	500	True	single_id	[]	entailment_tuple	57	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	220	edges	['relu', 'relu', 'relu', 'linear']	['0.31510734554398706', '0.31510734554398706', '0.31510734554398706', '0.0']	[263, 263, 263, 2]	1800	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.1873070389133607', '0']	[184, 2]	400	2	True	395	100	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	100	False	embedding	tree_attention	False	3195.336	4543	8089	6739	5861	5603	5031	6597	3687	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.581154724921266	0.5	exponential	140	0.009663730479473873	adam	20	+accuracy	0.742485267308263	3195.336	3935.0000000000005	57	4543	8089	6739	5861	5603	10	4685	3687	0.5185620015404993	0	0.6779141104294478	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6124914553834171	10000
23	0	0.49616564417177916	0.7454637856018252	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	270	edges	['relu', 'relu', 'linear']	['0.1343247143295037', '0.1343247143295037', '0.0']	[126, 126, 2]	1192	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.2494367621319406', '0.2494367621319406', '0']	[220, 220, 2]	996	3	False	461	249	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	249	False	embedding	tree_attention	False	3193.24	4605	7953	4587	5669	6197	2131	1705	5975	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.564301681973411	0.5	exponential	140	0.030406504405708638	adam	20	+accuracy	0.6353923771569084	3193.24	1318.0	19	4605	7953	4587	5669	6197	2131	1705	3271	0.6560143395803743	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7317699564666282	10000
24	4	0.6817484662576687	0.5821166903507419	500	500	True	single_id	[]	entailment_tuple	23	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	248	edges	['tanh', 'tanh', 'linear']	['0.18403281481062722', '0.18403281481062722', '0.0']	[176, 176, 2]	498	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.43961053950000645', '0']	[167, 2]	384	2	False	125	96	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	96	False	embedding	tree_attention	False	3187.104	4605	7953	4587	6295	3281	6425	4115	3271	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.6786198159789585	0.5	exponential	140	5.3585014494885174e-05	adam	20	+accuracy	0.7577055157502014	3187.104	1478.0	23	4605	7953	4587	3315	3281	3979	4115	3147	0.49002019440723676	0	0.6771472392638037	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5896342142326075	10000
25	3	0.7699386503067485	0.4840992239372032	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	257	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.05650147736440525', '0.05650147736440525', '0.05650147736440525', '0.0']	[286, 286, 286, 2]	993	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.10524890509385354', '0.10524890509385354', '0']	[121, 121, 2]	1172	3	True	184	293	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	293	False	embedding	tree_attention	False	3190.68	4543	8089	6739	5861	6751	6451	5905	5799	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.334759893842655	0.5	exponential	140	0.001327165486685687	adam	20	+accuracy	0.9742654852249121	3190.668	1604.0	22	4543	8089	6739	5861	6751	6451	10	5799	0.08783478886184037	0	0.7638036809815951	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7882352862961408	10000
26	0	0.5337423312883436	0.723527391145869	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	250	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.3339910329506543', '0.3339910329506543', '0.3339910329506543', '0.0']	[113, 113, 113, 2]	902	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.30344049244022125', '0.30344049244022125', '0']	[214, 214, 2]	812	3	False	326	203	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	203	False	embedding	tree_attention	False	3189.288	4543	8089	6739	5861	6061	6451	5279	5799	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.844625803652214	0.5	exponential	140	0.02407293676656079	adam	20	+accuracy	0.6353923771569084	3189.288	1327.0	19	4543	8089	6739	5861	6061	1643	5279	5799	0.6562829888069024	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7316661418938055	10000
27	8	0.7622699386503068	0.6217526206519546	500	500	True	single_id	[]	entailment_tuple	27	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	232	edges	['tanh', 'tanh', 'linear']	['0.4903308113608198', '0.4903308113608198', '0.0']	[215, 215, 2]	952	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.41544754048652166', '0']	[462, 2]	324	2	False	360	81	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	81	False	embedding	tree_attention	False	3196.756	4271	7953	4587	5669	2835	7415	2071	5975	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.4369006255404715	0.5	exponential	140	0.0007596243073405604	adam	20	+accuracy	0.9094840378174418	3196.756	1871.0000000000002	27	4271	7953	4587	5669	2835	2441	2071	5975	0.231260718809346	0	0.75920245398773	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6375315072151219	10000
28	4	0.504601226993865	0.8280019131375522	500	500	True	single_id	[]	entailment_tuple	23	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	232	edges	['tanh', 'tanh', 'linear']	['0.4209393860582687', '0.4209393860582687', '0.0']	[111, 111, 2]	410	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.19333416309615814', '0.19333416309615814', '0']	[133, 133, 2]	912	3	False	89	228	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	228	False	embedding	tree_attention	False	3193.844	3929	7415	6739	5861	4013	6769	4121	4363	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.808092097666455	0.5	exponential	140	0.03318591607471354	adam	20	+accuracy	0.6353499809216941	3193.844	1527.0	23	3929	7415	6739	5861	1801	6769	4121	4363	0.6517740355911902	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7227993847393408	10000
29	28	0.7446319018404908	0.5444429584029244	500	500	True	single_id	[]	entailment_tuple	47	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	97	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.47034277169899824', '0.47034277169899824', '0.47034277169899824', '0.0']	[369, 369, 369, 2]	1485	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.31297035537655526', '0.31297035537655526', '0.31297035537655526', '0']	[367, 367, 367, 2]	464	4	True	347	116	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	116	False	embedding	tree_attention	False	3207.16	8055	7525	8019	4473	4893	6237	3759	5571	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.731487828295067	0.5	exponential	140	7.639386592091905e-05	adam	20	+accuracy	0.795989316148726	3207.16	3769.0000000000005	47	3927	6689	7395	4473	4893	6237	3759	5571	0.42751353249458945	0	0.7384969325153374	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5421509997146886	10000
