C	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.architecture.embedding_dim	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	ngram_range	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	penalty	random_state	solver	stopwords	test_data_path	tol	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	weight
0.4536994572645941						0.37148047229791104		0.37148047229791104			8544															LR						[1, 3]						l2	63476.0	liblinear	english		0.003357178603054204														1.203864812850952																	binary
0.376679747154932						0.2561307901907357		0.2561307901907357			8544															LR						[2, 3]						l1	57773.0	liblinear			0.004000113435817775														1.9020137786865237																	tf-idf
0.647023137858249						0.37148047229791104		0.37148047229791104			8544															LR						[1, 3]						l2	77629.0	liblinear	english		0.0012797681789230126														1.3070101737976074																	binary
0.03225452073961943						0.2761126248864669		0.2761126248864669			8544															LR						[2, 3]						l2	86571.0	liblinear	english		0.00020805897355329362														0.8992397785186768																	binary
0.6005738614197494						0.35967302452316074		0.35967302452316074			8544															LR						[1, 3]						l2	84530.0	liblinear	english		0.0012130523167159235														1.1096699237823486																	tf-idf
0.3375625568092464						0.3932788374205268		0.3932788374205268			8544															LR						[1, 2]						l2	97473.0	liblinear			0.0001687949913725103														1.5204710960388184																	tf
0.8986712863164202						0.3206176203451408		0.3206176203451408			8544															LR						[2, 3]						l1	19077.0	liblinear			0.0019466049422160266														2.5155961513519287																	tf
	0.0	0.0	0.0	0.0	0.0		1.0	0.4014532243415077	1.3407928612497118	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.4	50.0	[1, 2, 3]	139.0	400.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2503.116	0.0	0.0	679.0	657.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0013080962177321265	adam	10.0	+accuracy	0.9934456928838952	2503.116	31.000000000000004	10.0	0.0	0.0	675.0	657.0	0.05030585831003403	0.0	0.3832879200726612	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.1509756777021622	
	1.0	1.0	1.0	1.0	1.0		8.0	0.259763851044505	1426.9722756279841	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.4	50.0	[1, 2, 3]	270.0	360.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2489.092	0.0	0.0	803.0	675.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.09412739394885243	adam	10.0	+accuracy	0.29307116104868913	2489.0879999999997	49.0	17.0	0.0	0.0	685.0	675.0	4.705487592896419	0.0	0.2561307901907357	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1826.1658757527664	
	2.0	2.0	2.0	2.0	2.0		2.0	0.23524069028156225	2908.286332872179	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	11.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4, 5]	258.0	463.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2523.1839999999997	0.0	0.0	679.0	655.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07865456606735988	adam	10.0	+accuracy	0.2810159176029963	2523.1839999999997	33.0	11.0	0.0	0.0	679.0	593.0	10.604606615073646	0.0	0.2161671207992734	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6696.493391248915	
	3.0	3.0	3.0	3.0	3.0		7.0	0.2724795640326976	221.6512307061089	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	16.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4, 5]	266.0	338.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.724	0.0	0.0	695.0	687.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.058282520582240274	adam	10.0	+accuracy	0.3205758426966292	2492.708	53.0	16.0	0.0	0.0	695.0	687.0	1.6704369747816628	0.0	0.21707538601271573	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	250.59203847249358	
	4.0	4.0	4.0	4.0	4.0		3.0	0.40508628519527706	1.438410222530365	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	332.0	137.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.22	0.0	0.0	3358.0	687.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0008231545260669222	adam	10.0	+accuracy	0.9932116104868914	2491.216	39.0	12.0	0.0	0.0	2673.0	687.0	0.07558044463173667	0.0	0.39146230699364215	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2178854478730097	
	5.0	5.0	5.0	5.0	5.0		9.0	0.26430517711171664	27.130379332436448	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	18.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	208.0	304.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2499.624	0.0	0.0	685.0	675.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.038007465218103824	adam	10.0	+accuracy	0.32607677902621723	2499.564	52.0	18.0	0.0	0.0	685.0	593.0	1.4465437922904745	0.0	0.2515894641235241	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	26.793516212039524	
	6.0	6.0	6.0	6.0	6.0		10.0	0.2670299727520436	513.9579317702187	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	19.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	121.0	184.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.032	0.0	0.0	3392.0	653.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.05778816766882735	adam	10.0	+accuracy	0.2970505617977528	2492.032	56.0	19.0	0.0	0.0	3392.0	653.0	1.6077752353540111	0.0	0.2561307901907357	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	513.972552465068	
	7.0	7.0	7.0	7.0	7.0		21.0	0.2652134423251589	371.0629348754883	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	30.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	329.0	507.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2501.256	0.0	0.0	833.0	769.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.06519089461015855	adam	10.0	+accuracy	0.3298220973782772	2501.252	87.0	30.0	0.0	0.0	833.0	769.0	1.4893154395160393	0.0	0.2461398728428701	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	371.49103800455737	
	8.0	8.0	8.0	8.0	8.0		8.0	0.2633969118982743	114.00768791304694	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.0	50.0	[1, 2, 3]	118.0	217.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.88	0.0	0.0	745.0	645.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.08862033493237875	adam	10.0	+accuracy	0.29096441947565543	2491.876	50.0	17.0	0.0	0.0	745.0	645.0	1.5189298026597322	0.0	0.2615803814713896	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	101.68252854214774	
	9.0	9.0	9.0	9.0	9.0		6.0	0.2706630336058129	1404.5254039631948	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4]	123.0	378.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.8920000000007	0.0	0.0	647.0	681.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.08448000841432815	adam	10.0	+accuracy	0.2725889513108614	2491.8920000000007	45.0	15.0	0.0	0.0	647.0	10.0	1.7871329455233331	0.0	0.262488646684832	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2319.0090561707816	
	10.0	10.0	10.0	10.0	10.0		0.0	0.2661217075386013	1.933725357055664	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	108.0	151.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.244	0.0	0.0	635.0	815.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.041783901812255324	adam	10.0	+accuracy	0.2730571161048689	2492.244	28.0	9.0	0.0	0.0	635.0	681.0	5.317672398552966	0.0	0.2515894641235241	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	33.118637171056534	
	11.0	11.0	11.0	11.0	11.0		6.0	0.2652134423251589	116.5691721174452	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4, 5]	352.0	169.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2490.944	0.0	0.0	3360.0	633.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04777609610945987	adam	10.0	+accuracy	0.3517088014981273	2490.94	49.0	15.0	0.0	0.0	3360.0	633.0	1.4696674062244928	0.0	0.2443233424159855	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	138.0267859564887	
	12.0	12.0	12.0	12.0	12.0		5.0	0.2524977293369664	1002.6903855005901	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	14.0	False	64.0	basic	0.1	50.0	[1, 2, 3]	120.0	284.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2509.656	0.0	0.0	645.0	733.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0957171381068714	adam	10.0	+accuracy	0.269311797752809	2509.652	41.0	14.0	0.0	0.0	645.0	643.0	1.5703413619923947	0.0	0.2025431425976385	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1628.3274552822113	
	13.0	13.0	13.0	13.0	13.0		1.0	0.3878292461398729	1.4714311692449782	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	196.0	461.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2499.344	0.0	0.0	6756.0	669.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.011091686520221827	adam	10.0	+accuracy	0.9545880149812734	2499.3360000000002	32.0	10.0	0.0	0.0	3442.0	669.0	0.1319590104160024	0.0	0.3551316984559492	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.461407370037503	
	14.0	14.0	14.0	14.0	14.0		10.0	0.2688465031789282	2335.3211449517144	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	19.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	404.0	473.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2493.208	0.0	0.0	703.0	725.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.09190161052195504	adam	10.0	+accuracy	0.367626404494382	2493.208	59.00000000000001	19.0	0.0	0.0	10.0	725.0	2.8226629086394808	0.0	0.25703905540417804	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4682.67068142361	
	15.0	15.0	15.0	15.0	15.0		1.0	0.2652134423251589	2.3334075080023866	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4, 5]	64.0	111.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.6639999999998	0.0	0.0	631.0	815.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.032451139805437144	adam	10.0	+accuracy	0.31051029962546817	2491.656	31.000000000000004	10.0	0.0	0.0	631.0	815.0	1.4534355944661952	0.0	0.2633969118982743	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.470561431513893	
	16.0	16.0	16.0	16.0	16.0		0.0	0.3832879200726612	1.372774150636461	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4, 5]	279.0	210.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.0679999999998	0.0	0.0	675.0	657.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.008321515354756757	adam	10.0	+accuracy	0.8911516853932584	2491.0679999999998	29.000000000000004	9.0	0.0	0.0	675.0	465.0	0.6892579265161237	0.0	0.3505903723887375	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	15.12086862987942	
	17.0	17.0	17.0	17.0	17.0		0.0	0.2652134423251589	3.110701474878523	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	324.0	186.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2490.476	0.0	0.0	3358.0	687.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04005504529555527	adam	10.0	+accuracy	0.3192883895131086	2490.476	30.000000000000004	9.0	0.0	0.0	3358.0	687.0	7.6528566310654815	0.0	0.2652134423251589	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	429.5579199261135	
	18.0	18.0	18.0	18.0	18.0		8.0	0.2652134423251589	966.5956153869628	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	380.0	240.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.808	0.0	0.0	703.0	723.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.056194683162863	adam	10.0	+accuracy	0.3395365168539326	2491.808	53.0	17.0	0.0	0.0	703.0	643.0	1.4444282268410298	0.0	0.2606721162579473	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1043.5982835557725	
	19.0	19.0	19.0	19.0	19.0		5.0	0.3378746594005449	2.349917862150404	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	14.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	75.0	428.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2490.032	0.0	0.0	6756.0	631.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.021124242636546643	adam	10.0	+accuracy	0.7999765917602997	2490.028	43.0	14.0	0.0	0.0	765.0	631.0	0.4545977097838672	0.0	0.3079019073569482	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.363683250215318	
