	C	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.architecture.embedding_dim	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	penalty	random_state	solver	test_data_path	tol	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
10		10	10.0	10.0	10.0		0.0	0.2661217075386013	1.933725357055664	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	108.0	151.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2492.244	0.0	0.0	635.0	815.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.041783901812255324	adam	10.0	+accuracy	0.2730571161048689	2492.244	28.0	9.0	0.0	0.0	635.0	681.0	5.317672398552966	0.0	0.2515894641235241	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	33.118637171056534
11		11	11.0	11.0	11.0		6.0	0.2652134423251589	116.5691721174452	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4, 5]	352.0	169.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2490.944	0.0	0.0	3360.0	633.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04777609610945987	adam	10.0	+accuracy	0.3517088014981273	2490.94	49.0	15.0	0.0	0.0	3360.0	633.0	1.4696674062244928	0.0	0.2443233424159855	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	138.0267859564887
12		12	12.0	12.0	12.0		5.0	0.2524977293369664	1002.6903855005901	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	14.0	False	64.0	basic	0.1	50.0	[1, 2, 3]	120.0	284.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2509.656	0.0	0.0	645.0	733.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0957171381068714	adam	10.0	+accuracy	0.269311797752809	2509.652	41.0	14.0	0.0	0.0	645.0	643.0	1.5703413619923947	0.0	0.2025431425976385	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1628.3274552822113
13		13	13.0	13.0	13.0		1.0	0.3878292461398729	1.4714311692449782	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	196.0	461.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2499.344	0.0	0.0	6756.0	669.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.011091686520221827	adam	10.0	+accuracy	0.9545880149812734	2499.336	32.0	10.0	0.0	0.0	3442.0	669.0	0.1319590104160024	0.0	0.3551316984559492	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.461407370037503
14		14	14.0	14.0	14.0		10.0	0.2688465031789282	2335.3211449517144	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	19.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	404.0	473.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2493.208	0.0	0.0	703.0	725.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.09190161052195504	adam	10.0	+accuracy	0.367626404494382	2493.208	59.00000000000001	19.0	0.0	0.0	10.0	725.0	2.8226629086394808	0.0	0.25703905540417804	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4682.67068142361
15		15	15.0	15.0	15.0		1.0	0.2652134423251589	2.3334075080023866	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4, 5]	64.0	111.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2491.664	0.0	0.0	631.0	815.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.032451139805437144	adam	10.0	+accuracy	0.31051029962546817	2491.656	31.000000000000004	10.0	0.0	0.0	631.0	815.0	1.4534355944661952	0.0	0.2633969118982743	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.470561431513893
16		16	16.0	16.0	16.0		0.0	0.3832879200726612	1.372774150636461	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4, 5]	279.0	210.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2491.068	0.0	0.0	675.0	657.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.008321515354756757	adam	10.0	+accuracy	0.8911516853932584	2491.068	29.000000000000004	9.0	0.0	0.0	675.0	465.0	0.6892579265161237	0.0	0.3505903723887375	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	15.12086862987942
17		17	17.0	17.0	17.0		0.0	0.2652134423251589	3.110701474878523	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	324.0	186.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2490.476	0.0	0.0	3358.0	687.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04005504529555527	adam	10.0	+accuracy	0.3192883895131086	2490.476	30.000000000000004	9.0	0.0	0.0	3358.0	687.0	7.6528566310654815	0.0	0.2652134423251589	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	429.5579199261135
18		18	18.0	18.0	18.0		8.0	0.2652134423251589	966.5956153869628	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	380.0	240.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2491.808	0.0	0.0	703.0	723.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.056194683162863	adam	10.0	+accuracy	0.3395365168539326	2491.808	53.0	17.0	0.0	0.0	703.0	643.0	1.4444282268410298	0.0	0.2606721162579473	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1043.5982835557725
19		19	19.0	19.0	19.0		5.0	0.3378746594005449	2.349917862150404	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	14.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	75.0	428.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2490.032	0.0	0.0	6756.0	631.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.021124242636546643	adam	10.0	+accuracy	0.7999765917602997	2490.028	43.0	14.0	0.0	0.0	765.0	631.0	0.4545977097838672	0.0	0.3079019073569482	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.363683250215318
20		20	20.0	20.0	20.0		14.0	0.2606721162579473	1102.5041695700752	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	23.0	False	64.0	basic	0.2	50.0	[1, 2, 3]	468.0	331.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2491.996	0.0	0.0	647.0	681.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.056510101647218175	adam	10.0	+accuracy	0.3240870786516854	2491.996	67.0	23.0	0.0	0.0	647.0	681.0	1.480769862879568	0.0	0.25885558583106266	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1212.1299217012192
21		21	21.0	21.0	21.0		0.0	0.3133514986376022	1.7432415286699932	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	154.0	333.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2492.756	0.0	0.0	729.0	653.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.02322931395049864	adam	10.0	+accuracy	0.397120786516854	2492.756	28.0	9.0	0.0	0.0	729.0	653.0	1.4428351503699572	0.0	0.2770208900999092	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	63.92158963945178
22		22	22.0	22.0	22.0		15.0	0.26430517711171664	33.23395276069641	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	24.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	71.0	258.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2511.192	0.0	0.0	629.0	769.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0382004218734078	adam	10.0	+accuracy	0.280313670411985	2511.192	71.0	24.0	0.0	0.0	629.0	769.0	1.5403686130224767	0.0	0.2561307901907357	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	32.09698102871577
23		23	23.0	23.0	23.0		0.0	0.2761126248864669	58.99229282803006	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	293.0	384.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2492.184	0.0	0.0	709.0	793.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.09611238963900803	adam	10.0	+accuracy	0.2652153558052435	2492.184	31.000000000000004	9.0	0.0	0.0	709.0	793.0	1581.3275777439576	0.0	0.2488646684831971	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	17662.404098510742
24		24	24.0	24.0	24.0		0.0	0.3605812897366031	1.495627310540941	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4, 5]	180.0	276.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2508.2	0.0	0.0	3342.0	677.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.014666196694402224	adam	10.0	+accuracy	0.6757958801498127	2508.2	30.000000000000004	9.0	0.0	0.0	3342.0	677.0	2.483711275591779	0.0	0.2979109900090827	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	42.39001231723361
25		25	25.0	25.0	25.0		1.0	0.3860127157129882	1.4389875067604914	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	446.0	436.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2493.604	0.0	0.0	6756.0	669.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.007946446697395863	adam	10.0	+accuracy	0.9728464419475656	2493.6	32.0	10.0	0.0	0.0	6756.0	10.0	0.0810814379200117	0.0	0.3460490463215259	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10.303426875008476
26		26	26.0	26.0	26.0		2.0	0.3524069028156221	1.7023879422081842	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	11.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4]	182.0	417.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2489.496	0.0	0.0	7178.0	691.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.015976979502486627	adam	10.0	+accuracy	0.8912687265917603	2489.496	36.0	11.0	0.0	0.0	10.0	691.0	0.2679564305650654	0.0	0.3369663941871026	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.604291995366412
27		27	27.0	27.0	27.0		5.0	0.262488646684832	45.41434434387418	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	14.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	112.0	391.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2494.012	0.0	0.0	679.0	643.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04758226140897345	adam	10.0	+accuracy	0.2848782771535581	2494.012	41.0	14.0	0.0	0.0	679.0	643.0	1.8988722037913195	0.0	0.25340599455040874	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	61.44321990013122
28		28	28.0	28.0	28.0		21.0	0.2488646684831971	1775.7838346693252	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	30.0	False	64.0	basic	0.0	50.0	[1, 2, 3]	483.0	89.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2492.264	0.0	0.0	3392.0	685.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0972135044035968	adam	10.0	+accuracy	0.362125468164794	2492.264	88.0	30.0	0.0	0.0	3392.0	685.0	1.3841758388191907	0.0	0.2488646684831971	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1777.7457631429031
