Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.granularity	dataset_reader.lazy	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.do_layer_norm	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.options_file	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.elmo.weight_file	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.granularity	validation_dataset_reader.lazy	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size	dataset_reader.sample
13	6	0.5103211009174312	0.6906691491603851	2-class	False		True	single_id	sst_tokens	glove	15	True	64	basic	0.4	['meanpool attention maxpool final_state']	True	128	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2537.536	1165	729	1087	667	0.499176276771005	/home/suching/reproducibility/data/sst/test.txt	0.6909408795422521	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	5.0704432443422025e-06	adam	10	+accuracy	0.5326589595375723	2537.532	87.0	15	651	729	1087	10	0.6883196923710885	0	0.5103211009174312	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.6895920634269714	10000	6919
14	6	0.7419724770642202	0.5286263972520828	2-class	False		True	single_id	sst_tokens	glove	15	True	64	basic	0.3	['final_state meanpool']	True	484	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2571.34	1165	697	1217	649	0.7287204832509611	/home/suching/reproducibility/data/sst/test.txt	0.5299951876031941	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.517703646678841e-05	adam	10	+accuracy	0.7507225433526011	2571.34	107.0	15	1165	349	10	649	0.5104772574311003	0	0.7270642201834863	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5218624089445386	10000	6919
15	15	0.7201834862385321	0.5652657257659095	2-class	False		True	single_id	sst_tokens	glove	24	True	64	basic	0.0	['maxpool final_state attention']	True	370	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2566.164	947	1601	801	947	0.7155409115870401	/home/suching/reproducibility/data/sst/test.txt	0.5619889785503519	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.1595409020135602e-05	adam	10	+accuracy	0.7289017341040462	2566.164	148.0	24	947	1323	659	947	0.5511827693073028	0	0.7190366972477065	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5640259789569038	10000	6919
16	14	0.7649082568807339	0.4818011905465807	2-class	False		True	single_id	sst_tokens	glove	23	True	64	basic	0.3	['meanpool attention']	True	327	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2571.344	1247	719	1725	643	0.7792421746293245	/home/suching/reproducibility/data/sst/test.txt	0.4614493528316761	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0001080240693291404	adam	10	+accuracy	0.8098265895953757	2571.344	164.0	23	1247	631	1297	611	0.40599087974347103	0	0.7614678899082569	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.48272751910345896	10000	6919
17	17	0.6938073394495413	0.593044964330537	2-class	False		True	single_id	sst_tokens	glove	26	True	64	basic	0.4	['attention final_state meanpool']	True	253	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2561.788	947	1601	801	947	0.6842394288852279	/home/suching/reproducibility/data/sst/test.txt	0.6008683052556268	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	8.030602682978337e-06	adam	10	+accuracy	0.6932080924855492	2561.788	177.0	26	947	1201	659	947	0.5837881677194473	0	0.6903669724770642	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5926969881568637	10000	6919
18	2	0.8061926605504587	0.4917213150433132	2-class	False		True	single_id	sst_tokens	glove	11	True	64	basic	0.3	['meanpool final_state attention']	True	75	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2536.212	673	613	1547	1189	0.8314113124656782	/home/suching/reproducibility/data/sst/test.txt	0.3884192504759493	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0026897361088356977	adam	10	+accuracy	0.9998554913294798	2536.204	52.0	11	673	613	1547	1189	0.0023077554283065533	0	0.7981651376146789	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.6391206298555647	10000	6919
19	4	0.8107798165137615	0.9810182963098798	2-class	False		True	single_id	sst_tokens	glove	13	True	64	basic	0.1	['maxpool']	True	399	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2564.32	1165	599	1217	649	0.8182317408017573	/home/suching/reproducibility/data/sst/test.txt	0.8512164996615772	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.003875728624147683	adam	10	+accuracy	1.0	2564.32	86.0	13	1041	599	1217	649	0.00021218248736967733	0	0.8073394495412844	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.6889917254447937	10000	6919
20	6	0.783256880733945	0.5447888672351837	2-class	False		True	single_id	sst_tokens	glove	15	True	64	basic	0.4	['meanpool maxpool attention']	True	214	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2545.564	1373	927	1087	991	0.7688083470620538	/home/suching/reproducibility/data/sst/test.txt	0.5676647095844664	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.053406100085517945	adam	10	+accuracy	0.9960982658959536	2545.564	86.0	15	1325	927	733	991	0.015634735956480468	0	0.7763761467889908	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.2664142208439964	10000	6919
21	4	0.8153669724770642	0.8538495642798287	2-class	False		True	single_id	sst_tokens	glove	13	True	64	basic	0.1	['maxpool final_state attention']	True	64	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2535.944	1247	807	1297	623	0.8209774848984075	/home/suching/reproducibility/data/sst/test.txt	0.7665226033021664	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0037846982753708147	adam	10	+accuracy	0.9998554913294798	2535.944	74.0	13	887	783	1297	623	0.0003909094455660483	0	0.8073394495412844	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.971449145248958	10000	6919
22	17	0.8119266055045872	0.5946162002427238	2-class	False		True	single_id	sst_tokens	glove	26	True	64	basic	0.4	['meanpool maxpool final_state attention']	True	379	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2560.648	1423	941	1635	1189	0.8006589785831959	/home/suching/reproducibility/data/sst/test.txt	0.5480755731977266	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00030950978115153654	adam	10	+accuracy	0.9410404624277456	2560.648	167.0	26	673	10	1635	1189	0.14834780369056474	0	0.8084862385321101	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.6324893023286547	10000	6919
23	16	0.6043577981651376	0.6720336292471204	2-class	False		True	single_id	sst_tokens	glove	25	True	64	basic	0.3	['attention']	True	388	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2568.544	1423	941	773	1187	0.585941790225151	/home/suching/reproducibility/data/sst/test.txt	0.6841733620084566	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.052481168151958836	adam	10	+accuracy	0.632514450867052	2568.544	154.0	25	1423	941	773	1187	0.6083996629496233	0	0.5986238532110092	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.671879802431379	10000	6919
24	6	0.7649082568807339	0.4815518494163241	2-class	False		True	single_id	sst_tokens	glove	15	True	64	basic	0.2	['maxpool meanpool']	True	443	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2542.068	1423	941	773	1187	0.7929708951125755	/home/suching/reproducibility/data/sst/test.txt	0.4634786268760418	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00015613245977349574	adam	10	+accuracy	0.8316473988439307	2542.064	74.0	15	1423	941	773	1187	0.3744679565003159	0	0.7626146788990825	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.4844848683902195	10000	6919
25	35	0.5619266055045872	0.6817696137087685	2-class	False		True	single_id	sst_tokens	glove	44	True	64	basic	0.2	['final_state maxpool meanpool']	True	231	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2547.172	765	1323	705	1027	0.5485996705107083	/home/suching/reproducibility/data/sst/test.txt	0.6830856512332785	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	4.623058083034808e-06	adam	10	+accuracy	0.5630057803468208	2547.172	246.00000000000003	44	765	757	0	1027	0.6804325815734513	0	0.5619266055045872	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.6816741015229907	10000	6919
26	7	0.5103211009174312	0.6906179700578962	2-class	False		True	single_id	sst_tokens	glove	16	True	64	basic	0.1	['final_state attention']	True	72	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2536.24	765	1323	705	657	0.4997254255903351	/home/suching/reproducibility/data/sst/test.txt	0.6915536276225386	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	5.063003582903698e-06	adam	10	+accuracy	0.5242774566473989	2536.232	92.0	16	765	10	10	657	0.6889447006610555	0	0.5103211009174312	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.6900726088455745	10000	6919
27	10	0.7419724770642202	0.5135871938296727	2-class	False		True	single_id	sst_tokens	glove	19	True	64	basic	0.2	['final_state attention']	True	226	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2535.968	765	611	697	1027	0.7506864360241625	/home/suching/reproducibility/data/sst/test.txt	0.5108167827129364	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	6.682361938022759e-05	adam	10	+accuracy	0.7705202312138728	2535.968	87.0	19	765	10	697	1027	0.4819917361670678	0	0.7408256880733946	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5095116496086121	10000	6919
28	0	0.5091743119266054	2.6242325050490245	2-class	False		True	single_id	sst_tokens	glove	9	True	64	basic	0.1	['maxpool meanpool']	True	452	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2610.924	1647	893	1725	1083	0.499176276771005	/home/suching/reproducibility/data/sst/test.txt	2.643579142360852	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.07679542091520176	adam	10	+accuracy	0.5085260115606937	2610.924	82.0	9	1647	893	1725	1083	0.8160719691066567	0	0.5091743119266054	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.0176977855818612	10000	6919
29	21	0.7740825688073395	0.4798098398106439	2-class	False		True	single_id	sst_tokens	glove	30	True	64	basic	0.3	['meanpool maxpool attention final_state']	True	123	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2542.112	1207	809	1367	777	0.7869302580999451	/home/suching/reproducibility/data/sst/test.txt	0.4513758605924146	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0001532564845551749	adam	10	+accuracy	0.8315028901734104	2542.112	210.0	30	1207	809	857	189	0.3770871531525883	0	0.7729357798165137	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.4777319111994335	10000	6919
30	15	0.8188073394495413	1.6527850713048662	2-class	False		True	single_id	sst_tokens	glove	24	True	64	basic	0.2	['meanpool attention final_state maxpool']	True	403	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2544.184	947	1601	801	899	0.8198791872597474	/home/suching/reproducibility/data/sst/test.txt	1.4343876222084309	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.009777935739370058	adam	10	+accuracy	1.0	2544.184	113.0	24	947	1601	801	899	9.477249594456559e-05	0	0.8165137614678899	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.6852067112922668	10000	6919
31	10	0.7763761467889908	1.3685507093157088	2-class	False		True	single_id	sst_tokens	glove	19	True	64	basic	0.3	['meanpool maxpool attention']	True	154	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2538.304	767	1601	801	761	0.7704557935200439	/home/suching/reproducibility/data/sst/test.txt	1.2342978530916675	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.05365393749251434	adam	10	+accuracy	0.9997109826589596	2538.304	110.0	19	767	1601	773	733	0.001428188495508848	0	0.768348623853211	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.7404307297297887	10000	6919
