C	Unnamed: 0	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	penalty	random_state	solver	test_data_path	tol	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
0.2282719258307537		0.667		0.667			20000															logistic regression															l1	16643.0	liblinear		0.00020405315464088036														86.60553693771362																				
6.192099806017923		0.8636		0.8636			20000															logistic regression															l1	93363.0	liblinear		0.0008094296767427072														74.28277730941771																				
480635.1077685717		0.8922		0.8922			20000															logistic regression															l2	9648.0	liblinear		0.0021371663402631447														98.214359998703																				
76.62620194811518		0.8914		0.8914			20000															logistic regression															l2	19083.0	liblinear		0.00010455388896023978														50.05526900291443																				
0.00019556813292944016		0.8254		0.8254			20000															logistic regression															l2	7130.0	liblinear		0.000750252672783024														33.124054670333855																				
130.05965825466288		0.8804		0.8804			20000															logistic regression															l2	63735.0	liblinear		0.0005129328743788816														62.98617506027222																				
106.31187669129795		0.8824		0.8824			20000															logistic regression															l2	94038.0	liblinear		0.00019562619316756486														44.976956367492676																				
0.0007200644975378892		0.8452		0.8452			20000															logistic regression															l2	89837.0	liblinear		0.002691735511311045														84.11228442192079																				
0.8515959438184381		0.8324		0.8324			20000															logistic regression															l1	52391.0	liblinear		0.00022704513219001405														56.76500010490418																				
0.009643826505614609		0.8112		0.8112			20000															logistic regression															l2	26111.0	liblinear		0.005485592624452697														72.06662321090698																				
0.1132635459610975		0.8624		0.8624			20000															logistic regression															l1	28162.0	liblinear		0.009546256347758913														50.424129247665405																				
14209.63956728619		0.8852		0.8852			20000															logistic regression															l2	85880.0	liblinear		0.000932312477595558														74.21546435356142																				
140838.71075955578		0.8798		0.8798			20000															logistic regression															l2	89887.0	liblinear		0.001434324935078108														42.02041792869568																				
11.559503257883394		0.8874		0.8874			20000															logistic regression															l1	54207.0	liblinear		0.0002881427399544283														90.28808641433716																				
0.017579004611842492		0.624		0.624			20000															logistic regression															l1	64406.0	liblinear		0.0008216069998488582														46.52591967582703																				
184.6573419904665		0.8358		0.8358			20000															logistic regression															l2	78488.0	liblinear		0.0014091173338882902														58.19939708709717																				
1114.8482386117944		0.8948		0.8948			20000															logistic regression															l2	15872.0	liblinear		0.00013041110548070526														35.13425922393799																				
0.0001849413764108896		0.5		0.5			20000															logistic regression															l1	93642.0	liblinear		0.00408711627805308														80.69812488555908																				
0.010140813446379408		0.7862		0.7862			20000															logistic regression															l1	91533.0	liblinear		0.0019455095384888														55.39998602867127																				
31.933880677176628		0.8952		0.8952			20000															logistic regression															l2	13396.0	liblinear		0.0025488503501264444														94.21364855766295																				
33.64496641690149		0.8858		0.8858			20000															logistic regression															l2	18629.0	liblinear		0.0014344115022627145														41.31856560707092																				
0.001693873247234655		0.6746		0.6746			20000															logistic regression															l1	67447.0	liblinear		0.00032536098151665643														28.58292937278748																				
0.00012936847914184085		0.7718		0.7718			20000															logistic regression															l2	68618.0	liblinear		0.00013289507018333295														67.82157111167908																				
0.0001007794972683675		0.812		0.812			20000															logistic regression															l2	96326.0	liblinear		0.00036569315181540334														27.67078399658203																				
9.91087499162808		0.8938		0.8938			20000															logistic regression															l1	62280.0	liblinear		0.003440167729934672														82.53285646438599																				
18.64581407374729		0.883		0.883			20000															logistic regression															l2	49578.0	liblinear		0.0025058626295901307														61.85785937309265																				
0.21237123144604608		0.828		0.828			20000															logistic regression															l2	40307.0	liblinear		0.00035291545244204615														52.01458358764648																				
14.850481587455457		0.8738		0.8738			20000															logistic regression															l1	28703.0	liblinear		0.0030406462325443945														28.994040966033936																				
0.5456605099276937		0.8058		0.8058			20000															logistic regression															l1	45519.0	liblinear		0.00021604115213771048														52.45886826515198																				
12.476455166996436		0.9014		0.9014			20000															logistic regression															l2	30728.0	liblinear		0.0023753231645023487														40.51610994338989																				
15077.712438330025		0.7942		0.7942			20000															logistic regression															l1	63428.0	liblinear		0.00801860037134294														39.00547599792481																				
5.147600953496146		0.8896		0.8896			20000															logistic regression															l2	33605.0	liblinear		0.0034390531746038944														93.67084431648254																				
310.06858280535783		0.8836		0.8836			20000															logistic regression															l2	16044.0	liblinear		0.0025230697268539357														72.92459654808043																				
15.082039105382357		0.8842		0.8842			20000															logistic regression															l1	64183.0	liblinear		0.0009129006226712221														36.23741245269776																				
0.0005191018628286883		0.5		0.5			20000															logistic regression															l1	84193.0	liblinear		0.0007127106177073924														45.25868272781372																				
0.00012543175444129908		0.733		0.733			20000															logistic regression															l2	14856.0	liblinear		0.00028275434842094896														69.27566146850586																				
10.38205085271255		0.8522		0.8522			20000															logistic regression															l1	28913.0	liblinear		0.00016890045869315614														76.80109357833862																				
1691.7033478862095		0.8902		0.8902			20000															logistic regression															l2	90850.0	liblinear		0.002591634580881285														135.31722235679626																				
96.68714238453352		0.8348		0.8348			20000															logistic regression															l2	96179.0	liblinear		0.0013913112705440185														56.56323528289795																				
0.00032972652746056667		0.8124		0.8124			20000															logistic regression															l2	34940.0	liblinear		0.0008933288794570277														26.79754757881165																				
237869.7387649501		0.7638		0.7638			20000															logistic regression															l1	57006.0	liblinear		0.0002195950155746312														31.76329016685486																				
8.155497601133998		0.8852		0.8852			20000															logistic regression															l2	24158.0	liblinear		0.0005511941076223627														45.39921164512634																				
0.002372965417904087		0.8724		0.8724			20000															logistic regression															l2	58459.0	liblinear		0.0005259816196668753														40.214875221252434																				
688624.0945293155		0.7372		0.7372			20000															logistic regression															l1	62419.0	liblinear		0.000384084805488568														59.97687864303589																				
582531.72731787		0.8852		0.8852			20000															logistic regression															l1	260.0	liblinear		0.0001288369732062058														41.34026837348939																				
0.5563465978237846		0.826		0.826			20000															logistic regression															l1	3085.0	liblinear		0.0027457204177694892														30.09374618530273																				
0.0016804927306326046		0.5		0.5			20000															logistic regression															l1	74957.0	liblinear		0.004228530889260406														79.21057534217834																				
10684.695364898571		0.8908		0.8908			20000															logistic regression															l1	64519.0	liblinear		0.000962378685153634														31.98051428794861																				
0.04147091452426234		0.862		0.862			20000															logistic regression															l2	26970.0	liblinear		0.0003120608146327994														84.82477402687074																				
0.01106810604188703		0.5		0.5			20000															logistic regression															l1	96657.0	liblinear		0.0008364789539660662														44.92108726501465																				
31.25051952784151		0.8826		0.8826			20000															logistic regression															l2	15929.0	liblinear		0.007772231762236239														58.55340456962586																				
0.0001009322188503179		0.5		0.5			20000															logistic regression															l1	77451.0	liblinear		0.003471187774860973														32.5686469078064																				
261370.0154202705		0.8376		0.8376			20000															logistic regression															l2	57001.0	liblinear		0.0054712561515131075														53.525272846221924																				
0.00015099518616274149		0.5		0.5			20000															logistic regression															l1	94628.0	liblinear		0.002151484576640643														63.18018174171448																				
0.0020398087953516354		0.605		0.605			20000															logistic regression															l1	8374.0	liblinear		0.0005482417880374322														72.13316416740417																				
7.119073288212332		0.8884		0.8884			20000															logistic regression															l1	18312.0	liblinear		0.006835187994393178														34.67861318588257																				
11.254779302106895		0.8834		0.8834			20000															logistic regression															l2	55422.0	liblinear		0.00012145643338817142														35.742623090744026																				
0.11227596320980693		0.8608		0.8608			20000															logistic regression															l1	27526.0	liblinear		0.0004170452805994318														26.734983921051025																				
36.15117261092724		0.8396		0.8396			20000															logistic regression															l2	41713.0	liblinear		0.0011906649934166386														48.32118058204651																				
0.2958784617964764		0.858		0.858			20000															logistic regression															l2	69340.0	liblinear		0.0006259968646192023														36.46748542785645																				
145742.45249988252		0.7138		0.7138			20000															logistic regression															l1	68687.0	liblinear		0.00013305908405978936														54.16118025779724																				
6784.070080991413		0.8014		0.8014			20000															logistic regression															l1	81973.0	liblinear		0.0021227381648987144														55.91731023788452																				
263.6917039495001		0.8422		0.8422			20000															logistic regression															l2	29369.0	liblinear		0.0009526093453583073														50.14903926849365																				
677604.4786791671		0.865		0.865			20000															logistic regression															l2	68594.0	liblinear		0.0012640497547854062														86.68030095100403																				
438.1345070547272		0.8418		0.8418			20000															logistic regression															l1	88538.0	liblinear		0.0014699849561611116														50.25792002677918																				
44.518161284857655		0.8808		0.8808			20000															logistic regression															l1	9491.0	liblinear		0.001144467040665253														52.97037649154663																				
19.637496965740503		0.888		0.888			20000															logistic regression															l2	24144.0	liblinear		0.0011695205610887409														58.747992992401116																				
0.4217662094113643		0.7106		0.7106			20000															logistic regression															l1	6526.0	liblinear		0.0019626354997727977														79.09500217437744																				
88875.93531704762		0.8838		0.8838			20000															logistic regression															l2	46707.0	liblinear		0.0001709975901879934														79.71690940856935																				
8.878002779652917		0.8078		0.8078			20000															logistic regression															l1	50043.0	liblinear		0.00017479713492304008														54.027297258377075																				
7469.561563649745		0.8692		0.8692			20000															logistic regression															l1	39425.0	liblinear		0.0001875317186556101														86.89245271682739																				
345407.1887290433		0.846		0.846			20000															logistic regression															l2	77799.0	liblinear		0.0003743255361557634														50.94069409370422																				
0.00014001429204964303		0.5		0.5			20000															logistic regression															l1	11496.0	liblinear		0.0001973664169601888														43.74106407165527																				
0.7259692939890677		0.85		0.85			20000															logistic regression															l2	2945.0	liblinear		0.007946370318899117														72.47323322296144																				
491.09514928831567		0.8808		0.8808			20000															logistic regression															l2	25312.0	liblinear		0.005989911413115485														63.49182343482971																				
0.004466490584692636		0.7442		0.7442			20000															logistic regression															l1	68011.0	liblinear		0.00020966230189914696														35.52191066741944																				
0.2265237379830699		0.7694		0.7694			20000															logistic regression															l1	88672.0	liblinear		0.00011462613166375901														56.68430280685425																				
38401.20367618123		0.8640000000000001		0.8640000000000001			20000															logistic regression															l2	93774.0	liblinear		0.00011647018401930457														96.7833821773529																				
0.02134000103887941		0.8148		0.8148			20000															logistic regression															l2	61725.0	liblinear		0.0002217009492700333														46.82108187675476																				
0.008989778531572257		0.8540000000000001		0.8540000000000001			20000															logistic regression															l2	87848.0	liblinear		0.008326196641587461														71.48377084732057																				
0.3852939589142693		0.8868		0.8868			20000															logistic regression															l2	27197.0	liblinear		0.00062455048177243														33.31778597831726																				
0.017025374821113194		0.8238		0.8238			20000															logistic regression															l1	73393.0	liblinear		0.0005825595353358226														35.809741020202644																				
0.0001140945891272596		0.5		0.5			20000															logistic regression															l1	39891.0	liblinear		0.0011129841536057024														44.418776750564575																				
0.21860818530327664		0.8814		0.8814			20000															logistic regression															l1	79551.0	liblinear		0.0017399428421504715														35.21749520301819																				
53066.4153247559		0.8998		0.8998			20000															logistic regression															l1	71275.0	liblinear		0.00016359813542626367														40.927489519119256																				
155.6229531350821		0.8656		0.8656			20000															logistic regression															l2	40917.0	liblinear		0.00020089574188744423														103.6564643383026																				
0.05032032938188828		0.6872		0.6872			20000															logistic regression															l1	24716.0	liblinear		0.0004274086314694419														46.22775363922119																				
3570.1812015150635		0.8848		0.8848			20000															logistic regression															l1	98512.0	liblinear		0.0004137081097719148														29.42579674720764																				
0.05155107653962127		0.8926		0.8926			20000															logistic regression															l2	93641.0	liblinear		0.00011290315129324838														55.040602684020996																				
0.0013929754303414654		0.5		0.5			20000															logistic regression															l1	67854.0	liblinear		0.0006147004141452407														62.74880385398865																				
53550.79695417998		0.8808		0.8808			20000															logistic regression															l2	50272.0	liblinear		0.0011878794383598404														63.96212983131411																				
20052.134248119408		0.9016		0.9016			20000															logistic regression															l2	79386.0	liblinear		0.004065960246358433														95.56708598136902																				
44200.07256432311		0.8876		0.8876			20000															logistic regression															l2	10790.0	liblinear		0.0006651826173011581														40.671044588088996																				
8417.871073146633		0.8662		0.8662			20000															logistic regression															l1	75927.0	liblinear		0.00028966353929383415														76.69391632080078																				
22.654985517412033		0.8312		0.8312			20000															logistic regression															l2	24823.0	liblinear		0.008202524211011121														44.9993851184845																				
0.00016326914001970063		0.5072		0.5072			20000															logistic regression															l1	9061.0	liblinear		0.0023546852438222085														30.804218292236328																				
0.44258599270719534		0.833		0.833			20000															logistic regression															l1	97620.0	liblinear		0.003193963605187071														34.02726721763611																				
31.06733320391157		0.8792		0.8792			20000															logistic regression															l2	18016.0	liblinear		0.0025743475608597205														30.235626697540283																				
0.02388234678652104		0.8106		0.8106			20000															logistic regression															l2	8708.0	liblinear		0.0044465375169076456														41.15444016456604																				
9.43888354523264		0.883		0.883			20000															logistic regression															l2	5540.0	liblinear		0.001263808443779459														31.73017430305481																				
0.0003462125080702437		0.8366		0.8366			20000															logistic regression															l2	49821.0	liblinear		0.0001042507101463728														33.506850957870476																				
20274.46500988629		0.8166		0.8166			20000															logistic regression															l1	93167.0	liblinear		0.00021641056202295963														52.91783380508423																				
0.006086890855316338		0.7698		0.7698			20000															logistic regression															l1	86292.0	liblinear		0.0030563982199171336														48.21441268920898																				
1230.3203104442796		0.8848		0.8848			20000															logistic regression															l1	77599.0	liblinear		0.0008252019687298555														28.47291684150696																				
17.197751068884262		0.8914		0.8914			20000															logistic regression															l1	41676.0	liblinear		0.00236936785219203														77.40724277496338																				
1995.7655044169333		0.873		0.873			20000															logistic regression															l1	64920.0	liblinear		0.00020924820763073591														29.96886467933655																				
0.14614292335538634		0.8632		0.8632			20000															logistic regression															l1	20753.0	liblinear		0.0011750275509630887														51.15717673301697																				
570.5110469801451		0.8748		0.8748			20000															logistic regression															l1	1173.0	liblinear		0.003315455897062461														72.36959552764894																				
0.17206136135752112		0.637		0.637			20000															logistic regression															l1	68061.0	liblinear		0.0010230752229756905														77.3720350265503																				
2063.1701406250045		0.8762		0.8762			20000															logistic regression															l1	4102.0	liblinear		0.00018638353021431696														75.02207040786745																				
84.25134102187221		0.8304		0.8304			20000															logistic regression															l2	42391.0	liblinear		0.0006318578220058878														55.0144305229187																				
436.8732295577287		0.8959999999999999		0.8959999999999999			20000															logistic regression															l1	62606.0	liblinear		0.000504237716881749														80.27091145515442																				
232.33811012978768		0.8762		0.8762			20000															logistic regression															l1	58372.0	liblinear		0.0004532916580263777														72.57682418823242																				
0.024324493843501608		0.7652		0.7652			20000															logistic regression															l1	51419.0	liblinear		0.00010116420463692983														72.79167866706848																				
81417.02557415987		0.7894		0.7894			20000															logistic regression															l1	63786.0	liblinear		0.00012252599627052545														77.36286783218385																				
0.001941757308816215		0.6566		0.6566			20000															logistic regression															l1	53442.0	liblinear		0.002556302680714253														72.49904608726501																				
0.0018078804004274755		0.5		0.5			20000															logistic regression															l1	22651.0	liblinear		0.006404485700942847														62.92502522468567																				
1.7917081823979253		0.7278		0.7278			20000															logistic regression															l1	94900.0	liblinear		0.007730341569697814														48.654160976409905																				
72352.07271136857		0.8876		0.8876			20000															logistic regression															l2	1373.0	liblinear		0.0007441452746319655														42.158800840377815																				
0.18442028459720092		0.8344		0.8344			20000															logistic regression															l2	7337.0	liblinear		0.0059999346302131926														73.95187139511107																				
1381.640309968715		0.8924		0.8924			20000															logistic regression															l1	92308.0	liblinear		0.0005897716939037079														36.032076120376594																				
83.65520122172289		0.8664		0.8664			20000															logistic regression															l1	13105.0	liblinear		0.007868700881763129														48.62664985656738																				
1762.4138565641476		0.8966		0.8966			20000															logistic regression															l2	29572.0	liblinear		0.009226403938134328														54.013746976852424																				
0.0035624935496300076		0.5		0.5			20000															logistic regression															l1	6801.0	liblinear		0.00020597334644447549														33.21888756752014																				
436.22316578643125		0.821		0.821			20000															logistic regression															l1	98861.0	liblinear		0.003697913200157079														71.14732909202577																				
48.43718007225958		0.8664		0.8664			20000															logistic regression															l1	52991.0	liblinear		0.004773359519471577														72.4459674358368																				
4311.942548372792		0.902		0.902			20000															logistic regression															l2	45746.0	liblinear		0.0027506324596510948														92.30849981307985																				
6.283990815173384		0.8824		0.8824			20000															logistic regression															l1	90465.0	liblinear		0.003723906242772797														48.46806025505066																				
154.34396001671544		0.8758		0.8758			20000															logistic regression															l1	42233.0	liblinear		0.000256731427037514														27.95212697982788																				
0.04244773756831468		0.8928		0.8928			20000															logistic regression															l2	79013.0	liblinear		0.0007534884518618125														50.36538696289063																				
0.33757956721931703		0.6952		0.6952			20000															logistic regression															l1	84145.0	liblinear		0.0016055595810831765														76.66853260993958																				
4.340977393631639		0.8806		0.8806			20000															logistic regression															l1	99818.0	liblinear		0.004707335964013429														26.903948307037354																				
33.66792943653218		0.8894		0.8894			20000															logistic regression															l1	47439.0	liblinear		0.0007692523696655393														35.51607704162598																				
13315.776626633471		0.8282		0.8282			20000															logistic regression															l1	83850.0	liblinear		0.0007180187694751585														57.580472707748406																				
6407.178160352778		0.8794		0.8794			20000															logistic regression															l2	18595.0	liblinear		0.00041664486910886114														83.79620981216429																				
54.1010258788063		0.8402		0.8402			20000															logistic regression															l2	17726.0	liblinear		0.002458043375191744														47.336514472961426																				
0.1355579323329609		0.7488		0.7488			20000															logistic regression															l1	34515.0	liblinear		0.001485624415419515														46.13514494895935																				
910762.6044961712		0.7366		0.7366			20000															logistic regression															l1	4243.0	liblinear		0.0014081820861349314														84.28108215332031																				
0.0018436329541540594		0.6318		0.6318			20000															logistic regression															l1	21676.0	liblinear		0.00012475301659817757														50.69472742080689																				
438.6137558425265		0.8754		0.8754			20000															logistic regression															l1	52840.0	liblinear		0.00044445843750037957														73.76351141929626																				
0.00622829422470877		0.8848		0.8848			20000															logistic regression															l2	38718.0	liblinear		0.0006645138282864073														42.09724760055542																				
860.5280191148655		0.8778		0.8778			20000															logistic regression															l2	59897.0	liblinear		0.002639429405567289														32.42252779006958																				
0.3872695586480217		0.8078		0.8078			20000															logistic regression															l2	90608.0	liblinear		0.005208631409968802														44.823235750198364																				
0.005286455995018609		0.7466		0.7466			20000															logistic regression															l1	50497.0	liblinear		0.00098745441754689														27.02109789848328																				
0.0002295289473726624		0.8140000000000001		0.8140000000000001			20000															logistic regression															l2	70975.0	liblinear		0.00020400316032596728														26.98479628562927																				
94766.01118785708		0.8952		0.8952			20000															logistic regression															l1	35721.0	liblinear		0.0004269454301078698														95.62462878227234																				
0.005865025206089521		0.5		0.5			20000															logistic regression															l1	27188.0	liblinear		0.00017514017571185471														44.90241050720215																				
0.00017128734590061932		0.7684		0.7684			20000															logistic regression															l2	2399.0	liblinear		0.0053752286676778714														41.82445597648621																				
177425.1394878896		0.883		0.883			20000															logistic regression															l2	27549.0	liblinear		0.003630383100621														78.66243910789491																				
9.583516037497283		0.8696		0.8696			20000															logistic regression															l2	87187.0	liblinear		0.007832088385010174														72.43895173072816																				
31946.180444707323		0.8294		0.8294			20000															logistic regression															l2	264.0	liblinear		0.00020037141503957155														60.70854091644287																				
0.0026174953800215017		0.5		0.5			20000															logistic regression															l1	7150.0	liblinear		0.009015778019809515														44.27085828781128																				
23.25158964727368		0.9022		0.9022			20000															logistic regression															l2	16376.0	liblinear		0.0025078379444442877														40.796447038650506																				
53.652528472061526		0.882		0.882			20000															logistic regression															l1	80341.0	liblinear		0.0005968596352696441														52.768972873687744																				
0.004659472289555117		0.5		0.5			20000															logistic regression															l1	42000.0	liblinear		0.007233383660098505														67.03113603591919																				
641.7954569107658		0.8262		0.8262			20000															logistic regression															l1	57426.0	liblinear		0.0011303092204142007														49.235106706619256																				
0.547042973047063		0.8842		0.8842			20000															logistic regression															l2	67539.0	liblinear		0.0006783320439451824														66.82522535324097																				
0.6042375898718635		0.8934		0.8934			20000															logistic regression															l2	67006.0	liblinear		0.0005757223595702383														64.114075422287																				
983289.7707748759		0.757		0.757			20000															logistic regression															l1	3978.0	liblinear		0.009713953514225843														30.629738330841064																				
0.0005527565868983553		0.5		0.5			20000															logistic regression															l1	79283.0	liblinear		0.00038021311265630113														68.25201988220215																				
29770.305031142165		0.7882		0.7882			20000															logistic regression															l1	8795.0	liblinear		0.002362017948622541														52.47011303901672																				
878.057490217676		0.88		0.88			20000															logistic regression															l1	25710.0	liblinear		0.00023534461818639516														31.23433899879456																				
41.05072644648507		0.8818		0.8818			20000															logistic regression															l1	33185.0	liblinear		0.00025764760849528813														38.544013500213616																				
0.002232503204979102		0.5		0.5			20000															logistic regression															l1	40211.0	liblinear		0.0020081706395220105														70.57755112648009																				
0.0002277547901318757		0.8222		0.8222			20000															logistic regression															l2	61875.0	liblinear		0.00010287554994737772														47.705959796905525																				
0.0055132672189924644		0.6596		0.6596			20000															logistic regression															l1	95141.0	liblinear		0.002175537632459942														68.46693015098572																				
30.526515440587502		0.8836		0.8836			20000															logistic regression															l2	30306.0	liblinear		0.0011352167365779545														64.18960976600647																				
72876.72071012289		0.831		0.831			20000															logistic regression															l2	3790.0	liblinear		0.002229048722350682														54.03256273269653																				
142225.43695339508		0.887		0.887			20000															logistic regression															l2	21069.0	liblinear		0.003105479099495659														43.098029613494866																				
36.49550693048864		0.8286		0.8286			20000															logistic regression															l2	15679.0	liblinear		0.000515218641040444														55.89321660995483																				
1.7422521212468751		0.8644		0.8644			20000															logistic regression															l1	66822.0	liblinear		0.004408398490343518														85.4744429588318																				
0.00010604207700271907		0.5		0.5			20000															logistic regression															l1	36272.0	liblinear		0.0008865921516880512														44.47154426574707																				
879.9368834936896		0.884		0.884			20000															logistic regression															l1	78583.0	liblinear		0.00017208734876521473														84.98448204994202																				
10418.835765930988		0.8376		0.8376			20000															logistic regression															l1	43572.0	liblinear		0.0040594414252516685														51.496434688568115																				
14.891870313829674		0.8614		0.8614			20000															logistic regression															l1	93046.0	liblinear		0.000515610009865532														70.83001947402956																				
0.0668225431125125		0.8856		0.8856			20000															logistic regression															l2	74872.0	liblinear		0.0035036724457190947														31.83744215965271																				
0.17405198943140354		0.8304		0.8304			20000															logistic regression															l2	80351.0	liblinear		0.003531589021806044														50.32420825958252																				
0.14755157561566135		0.759		0.759			20000															logistic regression															l1	62071.0	liblinear		0.0007515107314905277														29.999461889266968																				
4057.7500103234443		0.8809999999999999		0.8809999999999999			20000															logistic regression															l2	54318.0	liblinear		0.00243732470871336														61.406018495559685																				
