Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
10	1	0.3796548592188919	1.4176412514277867	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1												linear					bag_of_word_counts	classifier	2543.6479999999997	561	561	997	633	561	561	677	715	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0083	adam	5	+accuracy	0.9167837078651684	2543.6479999999997	00:05:35	5	407	561	561	561	561	561	561	561	0.3764959126710892	0	0.36603088101725706	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6130897385733471
11	2	0.3469573115349682	3.4218104430607386	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0												linear					bag_of_word_counts	classifier	2538.9120000000003	1159	997	693	561	593	661	561	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0838	adam	5	+accuracy	0.9881788389513108	2538.9	00:05:26	6	695	571	561	561	561	10	561	561	0.044106321768618915	0	0.3433242506811989	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.0797083514077315
12	5	0.35149863760217986	4.923564113889422	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4												linear					bag_of_word_counts	classifier	2540.2039999999997	561	561	619	561	609	583	721	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0935	adam	5	+accuracy	0.7545646067415731	2540.196	00:08:18	9	0	561	0	561	0	0	561	561	1.3099115000905168	0	0.3224341507720254	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.430091197150095
13	3	0.36603088101725706	2.989199386324201	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.2												linear					bag_of_word_counts	classifier	2540.02	561	607	561	607	571	643	1001	743	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0592	adam	5	+accuracy	0.8645833333333334	2540.02	00:07:16	7	561	561	561	561	561	561	561	561	0.4125721130366629	0	0.3287920072661217	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.881875828334264
14	0	0.4069028156221617	1.3507164682660784	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		meanpool		True		114.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.092	561	561	561	571	561	561	955	611	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0381	adam	5	+accuracy	0.6142322097378277	2547.092	00:00:43	4	561	561	561	561	561	561	375	611	0.9308647584825864	0	0.3605812897366031	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7533428839274816
15	0	0.4259763851044505	1.3298180648258755	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		meanpool		True		396.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2555.268	561	561	683	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0309	adam	5	+accuracy	0.9617275280898876	2555.268	00:00:34	4	561	561	683	561	561	561	561	561	0.11481783765085628	0	0.3587647593097185	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.5003145013536727
16	4	0.3787465940054496	1.6858655248369492	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0		meanpool		True		268.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2562.728	561	561	561	561	561	759	901	659	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0309	adam	5	+accuracy	0.6049859550561798	2562.652	00:01:23	8	561	561	561	561	561	759	127	631	0.9509785661983132	0	0.3742052679382379	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7775666441236224
17	2	0.25522252497729336	6.741415527888707	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7]	101.0		149.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.6679999999997	571	561	585	719	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0299	adam	5	+accuracy	0.25667134831460675	2548.656	00:00:36	6	327	10	585	301	561	561	561	561	35.97249417001388	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	41.706427686555045
18	8	0.2633969118982743	3.944732911246164	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.4		final_state		True		303.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2552.192	681	561	761	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0662	adam	5	+accuracy	0.2345505617977528	2552.192	00:01:29	12	681	561	761	561	561	561	561	561	4.657052107071609	0	0.2434150772025432	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.6333933149065287
19	0	0.37057220708446864	1.4503026247024535	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2545.156	653	569	601	561	561	679	655	581	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0893	adam	5	+accuracy	0.9281367041198502	2545.156	00:00:26	4	653	569	601	561	561	679	655	581	0.24156397043933134	0	0.3478655767484105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.237574059622628
20	0	0.262488646684832	1.8718205077307568	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		attention		True		157.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.996	561	561	561	647	561	561	561	663	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0651	adam	5	+accuracy	0.23654026217228466	2547.996	00:00:44	4	561	561	561	647	561	561	561	663	1.8669025652417532	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6763617209025792
21	2	0.3405994550408719	2.48274632862636	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	148.0		258.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2558.404	561	561	561	691	561	571	775	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0142	adam	5	+accuracy	0.4525983146067416	2558.404	00:00:39	6	561	561	561	665	561	10	271	601	6.538686804110638	0	0.2615803814713896	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	15.052558531079974
22	2	0.259763851044505	436.36525056021554	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1					50.0			[1, 2, 3, 4, 5]	144.0		377.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.772	561	591	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0774	adam	5	+accuracy	0.2466058052434457	2546.772	00:00:30	6	561	591	561	561	561	561	561	561	829.1690283982496	0	0.21707538601271573	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1324.6307985305787
23	5	0.2770208900999092	1147.3883778163365	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	488.0		125.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.868	717	561	561	703	561	561	643	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0509	adam	5	+accuracy	0.3487827715355805	2550.864	00:00:58	9	561	561	561	703	561	561	643	729	374.09522772772937	0	0.2579473206176203	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2739.6764523097445
24	5	0.26430517711171664	14850.881309291297	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6]	369.0		488.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.584	561	607	561	561	561	561	793	651	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0818	adam	5	+accuracy	0.30816947565543074	2547.58	00:00:47	9	171	607	561	561	561	561	293	651	6764.4675955290195	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	52025.640311540876
25	0	0.3796548592188919	1.4246860095432827	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1		meanpool		True		114.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.136	561	561	561	561	561	561	561	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0722	adam	5	+accuracy	0.6656132958801498	2550.132	00:00:32	4	561	561	561	561	561	561	561	599	0.8931167358986001	0	0.3424159854677566	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.038436950956072
26	5	0.262488646684832	2.0354119641440254	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.2		final_state		True		429.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2578.06	561	561	561	561	561	561	1035	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0713	adam	5	+accuracy	0.22846441947565546	2578.06	00:01:47	9	561	561	561	561	561	561	1035	571	3.0893570983901006	0	0.2016348773841962	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.636671985898699
27	3	0.3742052679382379	1.5488420656749182	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4		meanpool		True		132.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.06	635	647	561	561	609	561	655	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0799	adam	5	+accuracy	0.460557116104869	2547.048	00:00:55	7	10	561	561	561	609	561	655	571	1.339323207903444	0	0.37148047229791104	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6730522496359692
28	2	0.3533151680290645	2.31006818158286	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0												linear					bag_of_word_counts	classifier	2539.16	561	659	561	561	671	701	561	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0419	adam	5	+accuracy	0.9904026217228464	2539.16	00:05:24	6	561	561	561	561	561	571	561	585	0.061509581561782836	0	0.3524069028156221	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.79153345312391
29	0	0.2706630336058129	3.609354877471924	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7]	213.0		448.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.304	635	561	561	561	609	561	655	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0347	adam	5	+accuracy	0.2367743445692884	2550.304	00:00:27	4	635	561	561	561	609	561	655	0	905.2249354610727	0	0.2434150772025432	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	663.2424152919224
30	2	0.3633060853769301	2.195384090287345	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2												linear					bag_of_word_counts	classifier	2540.104	937	715	761	561	613	589	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0389	adam	5	+accuracy	0.8845973782771536	2540.104	00:05:38	6	627	561	761	561	613	561	561	561	0.308775016696154	0	0.34150772025431425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.820467839922224
31	5	0.2633969118982743	627.96927621024	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7]	460.0		465.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.26	1159	997	561	561	561	661	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0343	adam	5	+accuracy	0.292251872659176	2550.26	00:00:53	9	695	10	561	561	561	661	561	561	758.574928857414	0	0.21435059037238874	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2870.065228148869
32	2	0.2279745685740236	2.4158938271658763	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		final_state		True		162.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.112	561	561	561	561	561	561	611	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0911	adam	5	+accuracy	0.24555243445692884	2547.1079999999997	00:00:46	6	561	561	10	561	399	561	611	561	2.5027939438373408	0	0.22252497729336967	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.549780692373003
33	4	0.3578564940962761	3.1056232486452373	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1		meanpool		True		234.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.516	937	647	561	561	561	663	623	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0588	adam	5	+accuracy	0.9198267790262172	2548.508	00:01:05	8	937	647	561	561	561	203	623	561	0.2560778231768126	0	0.3160762942779292	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.615265498842512
34	6	0.2688465031789282	848.2491382598877	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2					50.0			[1, 2, 3, 4, 5]	342.0		117.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.18	693	561	561	585	587	901	1149	625	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.051	adam	5	+accuracy	0.3010299625468165	2549.176	00:01:01	10	297	561	561	569	587	571	561	625	456.1467433886581	0	0.2661217075386013	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3100.1810274669106
35	1	0.3751135331516803	1.4607902935573034	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1		final_state		True		287.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2555.52	657	675	779	561	717	661	621	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0261	adam	5	+accuracy	0.6612827715355806	2555.52	00:00:53	5	657	663	561	561	0	661	571	673	0.9479790660325954	0	0.3551316984559492	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.584047719410488
36	8	0.2579473206176203	21651.910335867746	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	317.0		264.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.956	707	647	561	561	593	635	571	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0606	adam	5	+accuracy	0.2999765917602996	2549.952	00:01:15	12	707	647	561	561	129	561	571	10	41.51071388801832	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10351.08702697754
