	best_epoch	best_validation_accuracy	best_validation_accuracy3	best_validation_f1-measure-overall	best_validation_loss	best_validation_precision-overall	best_validation_recall-overall	dataset_reader.coding_scheme	dataset_reader.tag_label	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.bidirectional	model.encoder.dropout	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.include_start_end_transitions	model.label_encoding	model.regularizer	model.text_field_embedder.token_embedders.elmo.do_layer_norm	model.text_field_embedder.token_embedders.elmo.dropout	model.text_field_embedder.token_embedders.elmo.options_file	model.text_field_embedder.token_embedders.elmo.type	model.text_field_embedder.token_embedders.elmo.weight_file	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.conv_layer_activation	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	test_accuracy	test_accuracy3	test_data_path	test_f1-measure-overall	test_loss	test_precision-overall	test_recall-overall	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_accuracy3	training_cpu_memory_MB	training_duration	training_epochs	training_f1-measure-overall	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_precision-overall	training_recall-overall	training_start_epoch	validation_accuracy	validation_accuracy3	validation_data_path	validation_f1-measure-overall	validation_loss	validation_precision-overall	validation_recall-overall
10	69	0.9464974105369729	0.9528639850473113	0.7271020059751956	216.95419221765854	0.7377446734799931	0.7167620329855268	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	74	True	64	basic	0.24269257980958753	True	0.11491331746550537	476	1278	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0417374805832107', 'type': 'l2'}]]	False	0.4073592174059615	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	43	relu	43	[1, 2, 3, 4]	51	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3277.792	10	10	5759	10	0.9411004630128136	0.9492839452998816	s3://suching-dev/ner-2003/test.txt	0.7045090001781714	200.09850396050348	0.7091855041263007	0.6998937677053825	s3://suching-dev/ner-2003/train.txt	0	8.433272143391655	0.5	2	reduce_on_plateau	75	1	6.862659663137298e-06	adam	25	+f1-measure-overall	0.9408754499781457	0.94876756326705	3277.792	9975.0	74	0.6921906914084068	10	10	5759	10	229.38017640547318	0.7071882076099987	0.6778160772798842	0	0.9465168801837934	0.9528834546941318	s3://suching-dev/ner-2003/dev.txt	0.7270244901441604	216.62037217383292	0.7374069586290463	0.7169303264893975
11	0	0.477181573926249	0.4942759238347416	0.03607400528605843	2519.2770349839157	0.02289626405513239	0.08498821945472905	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	24	True	64	basic	0.2041841255341793	True	0.27596862742846545	280	1194	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.26610551029696017', 'type': 'l2'}]]	False	0.14489920961645453	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	40	relu	40	[1, 2, 3, 4]	30	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3260.24	10	10	5707	10	0.4965220200279961	0.520835576612469	s3://suching-dev/ner-2003/test.txt	0.03111516760700029	2144.3142835828994	0.0203185955786736	0.06639518413597734	s3://suching-dev/ner-2003/train.txt	0	6.133153419278464	0.5	2	reduce_on_plateau	75	1	3.1595142524079023e-06	adam	25	+f1-measure-overall	0.8346486855481507	0.8590371327122448	3260.24	3080.0	24	0.02046185325927724	10	10	5707	10	568.3792603926225	0.5468749999999999	0.010425975573428656	0	0.8337097465051984	0.8512324286437444	s3://suching-dev/ner-2003/dev.txt	0.012353923205340647	612.4044404871323	0.7708333333333317	0.006226859643217772
12	11	0.9880261672053269	0.9897784354191815	0.9437805083318808	44.55534488079595	0.943939393939394	0.9436216762032985	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	35	True	64	basic	0.20479575061021954	True	0.2999732367242522	134	1234	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.005285052082379609', 'type': 'l2'}]]	False	0.12586178543073584	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	63	relu	63	[1, 2, 3, 4]	40	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3225.756	10	10	5691	10	0.9765263271239367	0.9795843652417358	s3://suching-dev/ner-2003/test.txt	0.8979483551467488	90.71740417127256	0.8969964664310954	0.8989022662889519	s3://suching-dev/ner-2003/train.txt	0	6.891741110090969	0.5	2	reduce_on_plateau	75	1	0.03222449201361047	adam	25	+f1-measure-overall	0.9988802726634286	0.9991110936494763	3225.756	4477.0	35	0.9948711400540051	10	10	5691	10	1.992987250384282	0.9950617283950617	0.9946806247074343	0	0.9880066975585063	0.989505860363693	s3://suching-dev/ner-2003/dev.txt	0.9427898367827197	46.63001924402573	0.9426312247644684	0.9429485021878156
13	9	0.9914917643393949	0.9924457770336046	0.9597507578308696	40.90406739478018	0.9603977081226829	0.9591046785594076	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	33	True	64	basic	0.29546034859845566	True	0.05874452802426927	447	1294	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.6611016030503134', 'type': 'l2'}]]	False	0.45733428109409163	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	58	relu	58	[1, 2, 3, 4]	55	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3268.052	10	10	5711	10	0.9819532680090449	0.9840422095402175	s3://suching-dev/ner-2003/test.txt	0.9228181979110847	87.79492805622242	0.9226548672566371	0.9229815864022662	s3://suching-dev/ner-2003/train.txt	0	7.140996420035389	0.5	2	reduce_on_plateau	75	1	0.002022474837479979	adam	25	+f1-measure-overall	0.999774090098762	0.9998281120316667	3268.052	4284.0	33	0.9987230782326902	10	10	5711	10	0.6582904449664057	0.9989356720166886	0.9985105749180816	0	0.9913165375180094	0.9923289591526809	s3://suching-dev/ner-2003/dev.txt	0.958950201884203	45.683897205427584	0.958627648839556	0.9592729720632783
14	22	0.9850667808885947	0.9871695027452202	0.928390901432132	53.735662329430674	0.9294871794871795	0.9272972063278357	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	46	True	64	basic	0.47543619274308224	True	0.30103621136446157	345	1294	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0015103791888118293', 'type': 'l2'}]]	False	0.18433989198048722	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	47	relu	47	[1, 2, 3, 4]	55	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3278.896	10	10	5739	10	0.9780984171422419	0.9806180682674707	s3://suching-dev/ner-2003/test.txt	0.9042308373162892	72.94721114193952	0.904070796460177	0.9043909348441926	s3://suching-dev/ner-2003/train.txt	0	9.303320777577692	0.5	2	reduce_on_plateau	75	1	7.181823273479942e-05	adam	25	+f1-measure-overall	0.9835183993792389	0.9856645434410006	3278.896	6072.0	46	0.9203676328812406	10	10	5739	10	55.29439341805198	0.9267408749676417	0.9140814502744797	0	0.9849694326544917	0.9870721545111172	s3://suching-dev/ner-2003/dev.txt	0.9278732726659426	53.63522206100763	0.9291258859264259	0.9266240323123528
15	8	0.32779097387173395	0.3424126786340096	0.056654416319077645	3004.5851631912533	0.03753761969904241	0.11544934365533491	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	32	True	64	basic	0.16292615914360448	True	0.3721171335915094	481	1167	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.2744340967189109', 'type': 'l2'}]]	False	0.22451598174159454	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	18	relu	18	[1, 2, 3]	31	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3324.764	10	10	5805	10	0.3289975234198342	0.3494131581780984	s3://suching-dev/ner-2003/test.txt	0.05558045719404556	2527.382802327474	0.037210418917296845	0.10977337110481586	s3://suching-dev/ner-2003/train.txt	0	8.970470115187222	0.5	2	reduce_on_plateau	75	1	0.08034377433082415	adam	25	+f1-measure-overall	0.832811939829389	0.8572200313327211	3324.764	4455.0	32	0.0	10	10	5805	10	530.5773142034358	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	572.4490152994791	0.0	0.0
16	9	0.9904988123515439	0.9917643393948834	0.9556492411466616	40.85726307887657	0.9575870226427847	0.9537192864355436	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	33	True	64	basic	0.2843328209755749	True	0.3186670668370906	476	1318	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.010311073525005572', 'type': 'l2'}]]	False	0.004073049504681736	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	60	relu	60	[1, 2, 3, 4]	61	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3274.84	10	10	5717	10	0.9807257456659847	0.9831377193926994	s3://suching-dev/ner-2003/test.txt	0.9174425822470016	81.64032390382555	0.9189909397761592	0.915899433427762	s3://suching-dev/ner-2003/train.txt	0	5.692215382188113	0.5	2	reduce_on_plateau	75	1	0.00036598144532292635	adam	25	+f1-measure-overall	0.9997249792506667	0.9997495346747143	3274.84	4308.0	33	0.9984679547195007	10	10	5717	10	1.4698904201388359	0.998510448142316	0.9984254649134006	0	0.9903430551769791	0.9915112339862155	s3://suching-dev/ner-2003/dev.txt	0.9543309740478096	44.540380795796715	0.9556193047586905	0.9530461124200605
17	20	0.9877146528561972	0.9892916942486664	0.9407507153677334	47.92566948311001	0.9409090909090909	0.9405923931336251	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	44	True	64	basic	0.12400540780282499	True	0.15420030954535346	284	1282	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.009089855766865208', 'type': 'l2'}]]	False	0.028378432717711177	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	53	relu	53	[1, 2, 3, 4]	52	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3285.676	10	10	5743	10	0.9777969204264025	0.9803381070313342	s3://suching-dev/ner-2003/test.txt	0.904837570621419	80.0512974527147	0.9022887323943662	0.9074008498583569	s3://suching-dev/ner-2003/train.txt	0	7.619286143798564	0.5	2	reduce_on_plateau	75	1	7.442417224256017e-05	adam	25	+f1-measure-overall	0.9947893390170954	0.9953884913638573	3285.676	5895.0	44	0.9716126005075534	10	10	5743	10	20.329098183458502	0.9739182486745339	0.9693178433124814	0	0.9874810170943499	0.9891554067209221	s3://suching-dev/ner-2003/dev.txt	0.9400673400672901	48.05974466660444	0.9403839676658807	0.9397509256142713
18	73	0.9405202289630467	0.9502161130797088	0.7252418645557989	228.13262019437903	0.7595799557848194	0.6938741164591047	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	74	True	64	basic	0.15014148819503909	True	0.4561243078010058	278	1174	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0016018478516251558', 'type': 'l2'}]]	False	0.20996289583497185	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	28	relu	28	[1, 2, 3, 4, 5]	20	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3245.848	10	10	5707	10	0.935264348013352	0.9483363841929578	s3://suching-dev/ner-2003/test.txt	0.6974163027655979	208.24173369231048	0.7172529940119761	0.6786473087818697	s3://suching-dev/ner-2003/train.txt	0	7.580367747143688	0.5	2	reduce_on_plateau	75	1	1.039471962555677e-05	adam	25	+f1-measure-overall	0.9359250764901459	0.9480947446481454	3245.848	9416.0	74	0.6914269262285507	10	10	5707	10	230.11105665727095	0.7208829777408331	0.6642835865355973	0	0.9405202289630467	0.9502161130797088	s3://suching-dev/ner-2003/dev.txt	0.7252418645557989	228.10714979732737	0.7595799557848194	0.6938741164591047
19	24	0.9789338421401036	0.9816595926949885	0.8982751367269168	75.68765314887551	0.8981995625105166	0.8983507236620667	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	48	True	64	basic	0.4317696207947519	True	0.43191993287822594	104	1214	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.03246588848228788', 'type': 'l2'}]]	False	0.1435802270872681	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	55	relu	55	[1, 2, 3, 4]	35	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3217.708	10	10	5693	10	0.9729945084526758	0.9764401852051254	s3://suching-dev/ner-2003/test.txt	0.8776356418173298	82.58999400668674	0.8746263407772111	0.8806657223796034	s3://suching-dev/ner-2003/train.txt	0	7.435066286878528	0.5	2	reduce_on_plateau	75	1	9.84212193366175e-05	adam	25	+f1-measure-overall	0.9749485563866203	0.9781456725976201	3217.708	6254.0	48	0.8774473012672929	10	10	5693	10	89.91590016104958	0.8843693265323765	0.8706327928848037	0	0.9789338421401036	0.9816595926949885	s3://suching-dev/ner-2003/dev.txt	0.8982751367269168	75.52613815606809	0.8981995625105166	0.8983507236620667
20	20	0.988960710252716	0.9904014641174409	0.9478912366360305	56.890924117144415	0.9482903823479872	0.9474924267923258	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	44	True	64	basic	0.09312927583660263	True	0.11354481705751751	335	1222	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.16595788442924708', 'type': 'l2'}]]	False	0.15149965048140113	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	28	relu	28	[1, 2, 3, 4]	37	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3246.836	10	10	5711	10	0.978873694411543	0.9813287390976634	s3://suching-dev/ner-2003/test.txt	0.9045430440162131	109.7923583984375	0.9031062477938581	0.9059844192634561	s3://suching-dev/ner-2003/train.txt	0	6.8793134598520425	0.5	2	reduce_on_plateau	75	1	0.011420974581532413	adam	25	+f1-measure-overall	0.9999459780670953	0.9999558002367143	3246.836	5599.0	44	0.9997020896284133	10	10	5711	10	0.09915241336195983	0.9997871887635668	0.9996170049789352	0	0.9888049530781512	0.9902067676492349	s3://suching-dev/ner-2003/dev.txt	0.946960767805978	57.18240062863219	0.9474393530997305	0.9464826657691013
21	10	0.9901094194151319	0.9913554768116506	0.9525415156368042	47.03101848153507	0.9542307042729269	0.9508582968697409	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	34	True	64	basic	0.0712810194533785	True	0.3741439945595629	264	1198	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.7768787453740176', 'type': 'l2'}]]	False	0.11883825634266543	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	30	relu	30	[1, 2, 3, 4]	31	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3244.864	10	10	5703	10	0.9800581457951976	0.9823193711639927	s3://suching-dev/ner-2003/test.txt	0.9117308543602864	93.1518533318131	0.9118115813706392	0.9116501416430595	s3://suching-dev/ner-2003/train.txt	0	6.8527901173065064	0.5	2	reduce_on_plateau	75	1	0.006688946652904332	adam	25	+f1-measure-overall	0.9999656224063334	0.9999754445759523	3244.864	4301.0	34	0.9998084902648718	10	10	5703	10	0.08217647302451289	0.9998723186925434	0.9997446699859569	0	0.9897979050660021	0.9911218410498034	s3://suching-dev/ner-2003/dev.txt	0.9517311094262831	48.99055969013887	0.9527744982290437	0.9506900033658701
22	17	0.9913944161052919	0.9925041859740664	0.9580143037441654	55.438956541173596	0.9579337035167423	0.9580949175361831	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	41	True	64	basic	0.12239728650400011	True	0.08046634676977293	153	1251	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.041012758709398175', 'type': 'l2'}]]	False	0.05666939376796842	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	48	relu	48	[1, 2, 3]	59	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3229.86	10	10	5703	10	0.9819963389684505	0.9839560676214063	s3://suching-dev/ner-2003/test.txt	0.9220171332685184	114.0848838488261	0.9198237885462555	0.9242209631728046	s3://suching-dev/ner-2003/train.txt	0	8.28718962975875	0.5	2	reduce_on_plateau	75	1	0.001048977435073128	adam	25	+f1-measure-overall	0.9999508891519048	0.9999705334911428	3229.86	5333.0	41	0.9997021149835663	10	10	5703	10	0.12745501699603418	0.9997021149836163	0.9997021149836163	0	0.9914138857521124	0.9925236556208871	s3://suching-dev/ner-2003/dev.txt	0.9580072372296058	55.97618211484423	0.9580878639959602	0.9579266240323123
23	23	0.9900704801214906	0.9912581285775476	0.9535978480160899	39.26155088462082	0.9526368827678872	0.9545607539548974	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	47	True	64	basic	0.40758532961934435	True	0.08854846603197758	81	1194	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.2700985736787994', 'type': 'l2'}]]	False	0.07574208714929681	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	19	relu	19	[1, 2, 3, 4, 5]	24	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3223.704	10	10	5685	10	0.9785506622160008	0.9808764940239044	s3://suching-dev/ner-2003/test.txt	0.9072456093901186	84.37578236615217	0.9044518740102059	0.910056657223796	s3://suching-dev/ner-2003/train.txt	0	5.244977104442019	0.5	2	reduce_on_plateau	75	1	0.017700316227932493	adam	25	+f1-measure-overall	0.997917700040762	0.9983105868255239	3223.704	6039.0	47	0.9901891932153833	10	10	5685	10	3.639295726066286	0.9903788846317582	0.9899995744499765	0	0.9899536622405669	0.9911802499902652	s3://suching-dev/ner-2003/dev.txt	0.9531814743212075	39.435217726464366	0.9521410579345088	0.9542241669471558
24	10	0.9898563140064639	0.9909466142284179	0.9505383580080254	53.360111348769244	0.9502186343760511	0.9508582968697409	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	34	True	64	basic	0.05716647576971923	True	0.11382889449890121	402	1189	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0021451850267302417', 'type': 'l2'}]]	False	0.09693727977955713	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	27	relu	27	[1, 2, 3, 4, 5]	23	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3248.984	10	10	5753	10	0.9797351135996555	0.9819101970496393	s3://suching-dev/ner-2003/test.txt	0.908641975308592	99.92019003408926	0.9051300070274069	0.9121813031161473	s3://suching-dev/ner-2003/train.txt	0	6.808959509007186	0.5	2	reduce_on_plateau	75	1	0.005709183574778443	adam	25	+f1-measure-overall	0.9999410669822857	0.9999558002367143	3248.984	4567.0	34	0.999659531003908	10	10	5753	10	0.08779274013994093	0.99974462651628	0.9995744499765947	0	0.9896421478914372	0.9908103267006737	s3://suching-dev/ner-2003/dev.txt	0.9497686159023481	58.31213575250962	0.9496887094060239	0.9498485358465163
25	1	0.8024025544176628	0.8199252365562089	0.07714939522715278	1807.5965019674861	0.10942812982998454	0.05957590037024571	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	25	True	64	basic	0.4592591393700808	True	0.20594044810597284	268	1244	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.3272904182092989', 'type': 'l2'}]]	False	0.33388583593717264	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	48	relu	48	[1, 2, 3, 4, 5]	34	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3263.196	10	10	5725	10	0.7960805426940885	0.821018628189943	s3://suching-dev/ner-2003/test.txt	0.11138067931181893	1522.8936332420067	0.1476608187134503	0.08941218130311615	s3://suching-dev/ner-2003/train.txt	0	6.973278783787105	0.5	2	reduce_on_plateau	75	1	0.09953216659877143	adam	25	+f1-measure-overall	0.832811939829389	0.8572200313327211	3263.196	3327.0	25	0.0	10	10	5725	10	519.2657202980735	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	565.7399031695197	0.0	0.0
