Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
10	6	0.3578564940962761	5.549216992514473	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2												linear				bag_of_word_counts	classifier	2532.012	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0949	adam	5	+accuracy	0.8628277153558053	2532.008	00:12:30	10	561	561	561	561	561	561	561	561	0.5713201100529914	0	0.3387829246139873	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.645070859364102
11	1	0.3814713896457766	1.480026296206883	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4												linear				bag_of_word_counts	classifier	2535.3160000000003	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0122	adam	5	+accuracy	0.7823033707865169	2535.308	00:06:49	5	561	561	561	561	561	561	561	561	0.5844350498490566	0	0.3633060853769301	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6733198778969898
12	6	0.3505903723887375	4.659138086863926	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.0												linear				bag_of_word_counts	classifier	2532.1	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0953	adam	5	+accuracy	0.9922752808988764	2532.096	00:12:24	10	561	561	561	561	561	561	561	561	0.028586325859162636	0	0.33060853769300635	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.431026182855878
13	2	0.34877384196185285	3.0251635415213447	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0												linear				bag_of_word_counts	classifier	2543.908	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0723	adam	5	+accuracy	0.9916900749063672	2543.908	00:07:55	6	561	561	561	561	561	561	561	561	0.03982199845689066	0	0.3215258855585831	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.6797151906149734
14	0	0.3533151680290645	1.9159579140799383	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear				bag_of_word_counts	classifier	2531.544	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0431	adam	5	+accuracy	0.9781132958801498	2531.544	00:05:34	4	561	561	561	561	561	561	561	561	0.1048788818834203	0	0.3387829246139873	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.546455727304731
15	0	0.34877384196185285	3.198065161705017	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2												linear				bag_of_word_counts	classifier	2532.9	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0918	adam	5	+accuracy	0.8229166666666666	2532.9	00:05:41	4	561	561	561	561	561	561	561	561	0.6430768099044928	0	0.3242506811989101	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.723418481009347
16	0	0.37693006357856496	1.4259633472987585	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear				bag_of_word_counts	classifier	2530.2960000000003	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0106	adam	5	+accuracy	0.9109316479400748	2530.2960000000003	00:05:37	4	561	561	561	0	561	561	561	561	0.3806588768624188	0	0.35967302452316074	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6394190311431884
17	1	0.3442325158946412	2.306965320450919	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear				bag_of_word_counts	classifier	2530.976	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0479	adam	5	+accuracy	0.8034878277153558	2530.972	00:06:48	5	561	561	561	561	561	561	561	561	0.5697967428783799	0	0.32970027247956396	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.1048983573913573
18	3	0.35967302452316074	2.6352966955729893	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4												linear				bag_of_word_counts	classifier	2532.344	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0459	adam	5	+accuracy	0.764747191011236	2532.344	00:09:00	7	561	561	561	561	561	561	561	561	0.7340702129883713	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.4683729035513733
19	0	0.3651226158038147	2.3309450183595932	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear				bag_of_word_counts	classifier	2534.34	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0606	adam	5	+accuracy	0.9089419475655429	2534.328	00:05:32	4	561	561	561	561	561	561	561	561	0.24688502940373694	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.259455694471087
20	3	0.3442325158946412	4.136510133743286	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.2												linear				bag_of_word_counts	classifier	2533.596	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.086	adam	5	+accuracy	0.8505383895131086	2533.596	00:09:06	7	561	561	561	561	561	561	561	561	0.5603319805024771	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.492239012037006
21	0	0.3878292461398729	1.4218118292944772	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2												linear				bag_of_word_counts	classifier	2531.268	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0113	adam	5	+accuracy	0.8691479400749064	2531.268	00:05:38	4	561	561	561	561	561	561	561	561	0.44902271556943546	0	0.3778383287920072	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.61977117061615
22	13	0.368755676657584	7.484175273350308	False		True	single_id	just_spaces	semisupervised_text_classification_json	17	32	basic	0.1												linear				bag_of_word_counts	classifier	2530.66	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0936	adam	5	+accuracy	0.928253745318352	2530.66	00:20:03	17	561	561	561	561	561	561	561	561	0.2898187030155616	0	0.32515894641235243	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.741915621076313
23	3	0.3524069028156221	2.316712485040937	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4												linear				bag_of_word_counts	classifier	2535.104	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.039	adam	5	+accuracy	0.7775046816479401	2535.104	00:08:58	7	561	561	561	561	561	561	561	561	0.6690279819657293	0	0.3287920072661217	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.934678878102984
24	1	0.3524069028156221	3.648966353280204	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear				bag_of_word_counts	classifier	2531.736	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0982	adam	5	+accuracy	0.7805477528089888	2531.728	00:06:34	5	561	561	561	561	561	561	561	561	0.9903491396694148	0	0.3378746594005449	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.297337368556431
25	9	0.3778383287920072	1.888125514984131	False		True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.4												linear				bag_of_word_counts	classifier	2533.888	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0135	adam	5	+accuracy	0.8208099250936329	2533.888	00:15:32	13	561	561	561	561	561	561	561	561	0.4516257481851828	0	0.3651226158038147	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0951975345611573
26	1	0.34877384196185285	2.8897761549268455	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1												linear				bag_of_word_counts	classifier	2531.232	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0744	adam	5	+accuracy	0.9009831460674156	2531.224	00:06:50	5	561	561	561	561	561	561	561	561	0.2785597602254275	0	0.34514078110808355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.3415371077401295
27	1	0.3960036330608538	1.4252404621669224	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear				bag_of_word_counts	classifier	2532.276	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0026	adam	5	+accuracy	0.7773876404494382	2532.26	00:06:45	5	561	561	561	561	561	561	561	561	0.8236433080073153	0	0.3696639418710264	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4029280253819056
28	1	0.35149863760217986	3.195466426440648	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2												linear				bag_of_word_counts	classifier	2532.82	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0779	adam	5	+accuracy	0.8453885767790262	2532.812	00:06:50	5	561	561	561	561	561	561	561	561	0.4931234785317258	0	0.3151680290644868	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.502681357519967
29	9	0.3469573115349682	5.593720647266934	False		True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.3												linear				bag_of_word_counts	classifier	2532.484	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0809	adam	5	+accuracy	0.8341526217228464	2532.48	00:15:45	13	561	561	561	561	561	561	561	561	0.7784414704930916	0	0.3460490463215259	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.368697207314629
30	2	0.36603088101725706	1.941171986716134	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2												linear				bag_of_word_counts	classifier	2531.82	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0306	adam	5	+accuracy	0.8865870786516854	2531.8	00:07:55	6	561	561	561	561	561	561	561	561	0.301491284973166	0	0.3542234332425068	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.5031761748450143
31	2	0.3732970027247957	1.475465430532183	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3												linear				bag_of_word_counts	classifier	2531.476	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0094	adam	5	+accuracy	0.8466760299625468	2531.468	00:07:52	6	561	561	561	561	561	561	561	561	0.4728231836347545	0	0.3605812897366031	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6548358167920794
32	0	0.3805631244323343	1.4366870130811418	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3												linear				bag_of_word_counts	classifier	2531.292	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0081	adam	5	+accuracy	0.81062734082397	2531.292	00:05:42	4	561	561	561	561	561	561	561	561	0.5998995378892521	0	0.3751135331516803	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5019790853772843
33	2	0.37148047229791104	1.6308922631399971	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3												linear				bag_of_word_counts	classifier	2532.096	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0173	adam	5	+accuracy	0.8429307116104869	2532.08	00:07:54	6	16	561	561	561	561	561	561	561	0.4245120895266086	0	0.3642143505903724	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9224681309291292
34	2	0.3496821071752952	2.9311505760465355	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3												linear				bag_of_word_counts	classifier	2532.8520000000003	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0619	adam	5	+accuracy	0.8033707865168539	2532.848	00:07:51	6	561	561	561	561	561	561	561	561	0.6241864619239439	0	0.3260672116257947	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.7757347311292375
35	7	0.3424159854677566	4.826072570255825	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.0												linear				bag_of_word_counts	classifier	2530.652	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0978	adam	5	+accuracy	0.9593867041198502	2530.644	00:13:38	11	10	561	561	561	561	561	561	561	0.12259792118622792	0	0.32515894641235243	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.5872535978044775
36	3	0.35603996366939145	3.7714257717132567	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0												linear				bag_of_word_counts	classifier	2529.384	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0877	adam	5	+accuracy	0.9923923220973784	2529.376	00:09:03	7	561	561	561	561	561	561	561	561	0.032168361305151036	0	0.3524069028156221	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.463140038081578
37	3	0.3542234332425068	2.7278913634163997	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3												linear				bag_of_word_counts	classifier	2531.736	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0479	adam	5	+accuracy	0.8205758426966292	2531.736	00:08:53	7	561	561	561	561	561	18	561	561	0.5200504007355105	0	0.3387829246139873	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.473036016736712
38	0	0.3533151680290645	2.7689398288726808	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2												linear				bag_of_word_counts	classifier	2530.672	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0822	adam	5	+accuracy	0.8333333333333334	2530.672	00:05:33	4	561	561	561	561	561	561	561	561	0.5593522659011101	0	0.33605812897366033	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.333570780072893
39	10	0.3696639418710264	4.345107279505048	False		True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.4												linear				bag_of_word_counts	classifier	2530.212	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0597	adam	5	+accuracy	0.7923689138576779	2530.212	00:16:55	14	561	561	561	561	561	561	561	561	0.8555159067895528	0	0.3605812897366031	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.957677146366664
40	2	0.35967302452316074	2.5842374392918184	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2												linear				bag_of_word_counts	classifier	2534.104	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0535	adam	5	+accuracy	0.8672752808988764	2534.1	00:07:51	6	561	561	561	561	561	561	561	561	0.3707956298627657	0	0.3387829246139873	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.5972091947283062
41	1	0.3569482288828338	2.1374832323619297	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1												linear				bag_of_word_counts	classifier	2531.18	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0437	adam	5	+accuracy	0.9288389513108616	2531.1639999999998	00:06:05	5	0	0	561	561	561	561	561	561	0.20698206388995	0	0.3533151680290645	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8811343703951158
42	2	0.3433242506811989	3.4822815213884626	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4												linear				bag_of_word_counts	classifier	2531.8	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0824	adam	5	+accuracy	0.7400514981273408	2531.776	00:07:56	6	561	561	561	561	561	561	561	561	1.2323686068647364	0	0.33424159854677565	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.870640005384173
43	0	0.37057220708446864	1.4500031709671017	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4												linear				bag_of_word_counts	classifier	2530.712	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0172	adam	5	+accuracy	0.7600655430711609	2530.708	00:05:38	4	561	561	561	561	561	561	561	561	0.617120272992702	0	0.3524069028156221	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7412944861820765
44	11	0.35967302452316074	5.671184403555733	False		True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.2												linear				bag_of_word_counts	classifier	2536.776	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0739	adam	5	+accuracy	0.8795646067415731	2536.776	00:18:11	15	561	561	561	561	561	561	561	561	0.4800062639157424	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.527163124084472
45	3	0.36603088101725706	2.4656334570475993	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3												linear				bag_of_word_counts	classifier	2536.484	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1.0	0.0395	adam	5	+accuracy	0.8300561797752809	2536.484	00:07:24	7	0	0	561	0	561	561	561	561	0.4557797386126126	0	0.33242506811989103	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.0555622645786835
