Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_accuracy3	best_validation_f1-measure-overall	best_validation_loss	best_validation_precision-overall	best_validation_recall-overall	dataset_reader.coding_scheme	dataset_reader.tag_label	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.bidirectional	model.encoder.dropout	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.include_start_end_transitions	model.label_encoding	model.regularizer	model.text_field_embedder.token_embedders.elmo.do_layer_norm	model.text_field_embedder.token_embedders.elmo.dropout	model.text_field_embedder.token_embedders.elmo.options_file	model.text_field_embedder.token_embedders.elmo.requires_grad	model.text_field_embedder.token_embedders.elmo.type	model.text_field_embedder.token_embedders.elmo.weight_file	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.conv_layer_activation	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_accuracy3	test_data_path	test_f1-measure-overall	test_loss	test_precision-overall	test_recall-overall	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_accuracy3	training_cpu_memory_MB	training_duration	training_epochs	training_f1-measure-overall	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_precision-overall	training_recall-overall	training_start_epoch	validation_accuracy	validation_accuracy3	validation_data_path	validation_f1-measure-overall	validation_loss	validation_precision-overall	validation_recall-overall	dataset_reader.sample
48	42	0.9602819204859624	0.9642342587905456	0.8016999575010125	147.16809985216923	0.8098918083462133	0.7936721642544597	BIOUL	ner		3	characters	True	single_id	conll2003	glove	66	True	64	basic	0.4112219841192685	True	0.1073821546755422	233	146	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.08078639505289394', 'type': 'l2'}]]							17	relu	17	[1, 2, 3]	32	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2661.86	1461	0	0	0					0.9555938408528052	0.9599224722730699	s3://suching-dev/ner-2003/test.txt	0.7860909984803292	135.0403894495081	0.7938256002888608	0.7785056657223796	s3://suching-dev/ner-2003/train.txt	0	6.266944563641533	0.5	2	reduce_on_plateau	75	1	9.0559943450721e-05	adam	25	+f1-measure-overall	0.9442149876486216	0.94979889107705	2661.86	6266.0	66	0.7221810896737448	1461	0	0	0					178.58227481842042	0.7395085403380458	0.7056470488105877	0	0.9602235115455006	0.9641758498500838	s3://suching-dev/ner-2003/dev.txt	0.8012580754844791	147.1081543529735	0.8095156303675712	0.7931672837428475	full
3	28	0.9745337019586464	0.977473618628558	0.8828416412342668	100.1400707282272	0.8894772804919713	0.8763042746549983	BIOUL	ner		3	characters	True	single_id	conll2003	glove	52	True	64	basic	0.2267030497241213	True	0.20547263360283408	274	145	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.11110724164293959', 'type': 'l2'}]]							62	relu	62	[1, 2, 3, 4, 5]	19	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.536	2425	0	0	0					0.9656939808334232	0.9694196188220092	s3://suching-dev/ner-2003/test.txt	0.8446576072474853	101.75731164437755	0.8474425236143291	0.8418909348441926	s3://suching-dev/ner-2003/train.txt	0	8.30647243909999	0.5	2	reduce_on_plateau	75	1	0.0001296834727076745	adam	25	+f1-measure-overall	0.9674787963913348	0.9712308651858108	2652.536	4578.0	52	0.8434133860806621	2425	0	0	0					105.93362726731732	0.8523379106553103	0.8346738159070599	0	0.9745531716054672	0.9775514972158406	s3://suching-dev/ner-2003/dev.txt	0.8828416412342668	100.04459186628752	0.8894772804919713	0.8763042746549983	full
26	40	0.9762859701725012	0.9790701296678478	0.8839278220729673	62.624703828026284	0.8816340197555668	0.8862335913833727	BIOUL	ner		3	characters	True	single_id	conll2003	glove	64	True	64	basic	0.15829172716230722	True	0.3649395819988864	375	134	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.8311891606824406', 'type': 'l2'}]]							61	relu	61	[1, 2, 3]	28	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2703.6040000000007	2115	0	0	0					0.9613222784537524	0.9648110261656079	s3://suching-dev/ner-2003/test.txt	0.8252315835905984	99.48619591748272	0.8224019694039036	0.8280807365439093	s3://suching-dev/ner-2003/train.txt	0	9.424874702447422	0.5	2	reduce_on_plateau	75	1	0.02989910653608583	adam	25	+f1-measure-overall	0.985507388727096	0.9879678422166672	2703.6040000000007	6251.0	64	0.9365674823087572	2115	0	0	0					25.914953604611483	0.9382072853055472	0.9349334014213372	0	0.9762665005256804	0.979011720727386	s3://suching-dev/ner-2003/dev.txt	0.8836858006041797	62.67237861483704	0.8813190492132574	0.8860652978795018	full
30	22	0.8769518320937658	0.8849927962306764	0.4031345232911995	263.3569756302179	0.4176438751578568	0.3895994614607876	BIOUL	ner		3	characters	True	single_id	conll2003	glove	46	True	64	basic	0.17185482874587332	True	0.08886042957908585	242	246	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.026185178228412438', 'type': 'l2'}]]							51	relu	51	[1, 2, 3, 4]	49	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2663.9120000000007	2093	0	0	0					0.8573274469688812	0.8694303865618607	s3://suching-dev/ner-2003/test.txt	0.3714783885472566	239.70770263671875	0.38559725662030864	0.35835694050991496	s3://suching-dev/ner-2003/train.txt	0	6.989931479352027	0.5	2	reduce_on_plateau	75	1	0.038518642569187016	adam	25	+f1-measure-overall	0.8555158849038164	0.8679065518782444	2663.9120000000007	4353.0	46	0.2947469586989578	2093	0	0	0					251.46879889748314	0.3632793017456359	0.24796799863824	0	0.8695338966551147	0.8781005412561816	s3://suching-dev/ner-2003/dev.txt	0.33671925653766743	262.8376850801356	0.4704106280193237	0.2622012790306294	full
31	70	0.8832015887231806	0.9000623028698259	0.4425219246266471	482.9875192081227	0.7479967948717948	0.3142039717266913	BIOUL	ner		3	characters	True	single_id	conll2003	glove	74	True	64	basic	0.2048903466555277	True	0.2645104088297404	253	173	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0038544662714511788', 'type': 'l2'}]]							30	relu	30	[1, 2, 3]	41	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2654.04	1507	0	0	0					0.8789059976310972	0.9010660062452892	s3://suching-dev/ner-2003/test.txt	0.4407628128724233	415.8690853825322	0.674325309992706	0.3273725212464589	s3://suching-dev/ner-2003/train.txt	0	9.305785485157372	0.5	2	reduce_on_plateau	75	1	2.689027245358357e-05	adam	25	+f1-measure-overall	0.8756120439443869	0.8978838135555763	2654.04	6457.0	74	0.3931445170660424	1507	0	0	0					466.4132197293368	0.6193483434010617	0.2879697008383336	0	0.8832015887231806	0.9000623028698259	s3://suching-dev/ner-2003/dev.txt	0.4425219246266471	482.91437006931676	0.7479967948717948	0.3142039717266913	full
42	27	0.9809002764689848	0.9833923912620224	0.9089836507668472	68.59893523010552	0.9103646185010128	0.907606866374958	BIOUL	ner		3	characters	True	single_id	conll2003	glove	51	True	64	basic	0.17349638891016045	True	0.31866289246297874	349	227	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.06347906132318497', 'type': 'l2'}]]							48	relu	48	[1, 2, 3]	59	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2696.26	2219	0	0	0					0.9699580058145796	0.9735113599655432	s3://suching-dev/ner-2003/test.txt	0.8662847069192979	88.34444771872627	0.8625592417061612	0.8700424929178471	s3://suching-dev/ner-2003/train.txt	0	6.27593029003776	0.5	2	reduce_on_plateau	75	1	0.00016596318035584043	adam	25	+f1-measure-overall	0.9799529518075248	0.982310272516096	2696.26	4954.0	51	0.8975317875840936	2219	0	0	0					62.865792326493704	0.9014423076923076	0.8936550491510277	0	0.9808029282348818	0.9832950430279196	s3://suching-dev/ner-2003/dev.txt	0.9083094555873428	68.54273264080871	0.9096893990546928	0.9069336923594752	full
47	13	0.9816790623418092	0.984112768194385	0.9161888701517208	84.1954235937081	0.9180466373774924	0.9143386065297879	BIOUL	ner		3	characters	True	single_id	conll2003	glove	37	True	64	basic	0.010169317092574959	True	0.0960275915721842	123	188	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0023669376493627675', 'type': 'l2'}]]							19	relu	19	[1, 2, 3]	46	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2653.736	2705	0	0	0					0.9668999676967804	0.97034564444923	s3://suching-dev/ner-2003/test.txt	0.8476762678918037	146.7579032050239	0.846031746031746	0.8493271954674221	s3://suching-dev/ner-2003/train.txt	0	5.8831409201396445	0.5	2	reduce_on_plateau	75	1	0.01761181895414285	adam	25	+f1-measure-overall	0.9999558002367144	0.9999607113215241	2653.736	3148.0	37	0.9997659225841647	2705	0	0	0					0.11961742747913708	0.999872307823274	0.9996595599812758	0	0.9817569409290916	0.9841517074880262	s3://suching-dev/ner-2003/dev.txt	0.9139306406918638	96.22170339846144	0.9120160884866768	0.9158532480646248	full
52	18	0.9797905066002104	0.9825162571550952	0.9072426937737746	77.29117758133832	0.9133549377451816	0.9012117132278694	BIOUL	ner		3	characters	True	single_id	conll2003	glove	42	True	64	basic	0.09957462267825384	True	0.015289371928643991	322	365	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.00484521269294424', 'type': 'l2'}]]							18	relu	18	[1, 2, 3, 4, 5]	63	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2653.708	4651	0	0	0					0.9687735544309248	0.9721115537848606	s3://suching-dev/ner-2003/test.txt	0.8641997167138311	91.64750830332441	0.8641997167138811	0.8641997167138811	s3://suching-dev/ner-2003/train.txt	0	6.4226651293276165	0.5	2	reduce_on_plateau	75	1	0.000179407748771056	adam	25	+f1-measure-overall	0.9811758119250962	0.9834692885311436	2653.708	3848.0000000000014	42	0.9091025805622815	4651	0	0	0					62.172841930389396	0.9142672692059394	0.9039959147197754	0	0.9796736887192866	0.9823994392741716	s3://suching-dev/ner-2003/dev.txt	0.9066870073734564	76.88842367658428	0.9132661772238349	0.9002019522046449	full
41	24	0.9826136053891984	0.9849110237140298	0.9179223840390104	49.92827410791436	0.9183089102240188	0.9175361831033322	BIOUL	ner		3	characters	True	single_id	conll2003	glove	48	True	64	basic	0.4443307069786224	True	0.4474330356520643	180	212	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.003920707282848776', 'type': 'l2'}]]							37	relu	37	[1, 2, 3]	54	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2653.788	1761	0	0	0					0.9682782383977604	0.971831592548724	s3://suching-dev/ner-2003/test.txt	0.8611086552912595	91.05158156818813	0.8599682147271764	0.8622521246458924	s3://suching-dev/ner-2003/train.txt	0	5.661088552902019	0.5	2	reduce_on_plateau	75	1	0.02265722305828976	adam	25	+f1-measure-overall	0.9896867219000004	0.9916069560605242	2653.788	4416.0	48	0.9547925059146504	1761	0	0	0					18.30900291746313	0.9564437612093262	0.9531469424230818	0	0.9824967875082746	0.9847747361862856	s3://suching-dev/ner-2003/dev.txt	0.9171856589799195	49.983339188145656	0.9173400673400672	0.9170313025917199	full
43	28	0.9502355827265292	0.9549277676102956	0.7477577517723938	179.98812451082117	0.7592367736339982	0.7366206664422753	BIOUL	ner		3	characters	True	single_id	conll2003	glove	52	True	64	basic	0.2986289018780718	True	0.11250570034125612	470	197	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0035200139261267792', 'type': 'l2'}]]							56	relu	56	[1, 2, 3]	49	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2719.728	2505	0	0	0					0.9476903198018736	0.9527942284914396	s3://suching-dev/ner-2003/test.txt	0.7412751375236222	161.6240692138672	0.7553758500275685	0.7276912181303116	s3://suching-dev/ner-2003/train.txt	0	9.158817323622536	0.5	2	reduce_on_plateau	75	1	4.063976727771199e-05	adam	25	+f1-measure-overall	0.9385672401176696	0.9447404737232408	2719.728	5312.0	52	0.6952940917398369	2505	0	0	0					197.50106776844368	0.7204728002920774	0.6718158219498702	0	0.9502939916669912	0.954908297963475	s3://suching-dev/ner-2003/dev.txt	0.7476954592010425	179.50742160572725	0.7585729130585382	0.7371255469538875	full
46	71	0.8714808613371754	0.8879911218410498	0.35228307532193714	505.55099203072336	0.7759312320916906	0.2278694042409963	BIOUL	ner		3	characters	True	single_id	conll2003	glove	74	True	64	basic	0.4619899338308471	True	0.3999756840235422	416	134	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0012173669119015466', 'type': 'l2'}]]							16	relu	16	[1, 2, 3]	28	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2679.8	1305	0	0	0					0.866673845159901	0.8884677506191451	s3://suching-dev/ner-2003/test.txt	0.35003977724737684	437.4726548371492	0.6969376979936642	0.23371104815864024	s3://suching-dev/ner-2003/train.txt	0	7.375632637069312	0.5	2	reduce_on_plateau	75	1	2.17498498793379e-05	adam	25	+f1-measure-overall	0.8563065695581497	0.8780724974339582	2679.8	6796.0	74	0.2550036091606707	1305	0	0	0					528.7808456420898	0.556813297033959	0.16536873909528066	0	0.8714808613371754	0.8879911218410498	s3://suching-dev/ner-2003/dev.txt	0.35228307532193714	505.5000744987937	0.7759312320916906	0.2278694042409963	full
1	25	0.9870916241579378	0.98876601378451	0.9402558061258336	41.641549559200506	0.9402558061258836	0.9402558061258836	BIOUL	ner		3	characters	True	single_id	conll2003	glove	49	True	64	basic	0.30792892411780226	True	0.1469870399790314	82	240	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.005237088420330592', 'type': 'l2'}]]							46	relu	46	[1, 2, 3, 4, 5]	38	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2656.732	1997	0	0	0					0.9771293205556154	0.9799073974372778	s3://suching-dev/ner-2003/test.txt	0.8957910526779701	73.13650758178146	0.8928759894459103	0.8987252124645893	s3://suching-dev/ner-2003/train.txt	0	9.404453561712481	0.5	2	reduce_on_plateau	75	1	0.002493912841155198	adam	25	+f1-measure-overall	0.9965818849725716	0.9971024599623812	2656.732	4382.0	49	0.9832211906992092	1997	0	0	0					7.945756871050055	0.9839335180055402	0.9825098940380441	0	0.9870526848642964	0.98876601378451	s3://suching-dev/ner-2003/dev.txt	0.9399983169232858	41.8347832548852	0.9400774280424172	0.939919219118142	full
27	30	0.9771036953389666	0.9798099762470308	0.8908599425578145	61.975484474032534	0.8943351424694709	0.8874116459104678	BIOUL	ner		3	characters	True	single_id	conll2003	glove	54	True	64	basic	0.2105691630353846	True	0.09816475847598473	483	197	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.022884152020645417', 'type': 'l2'}]]							26	relu	26	[1, 2, 3]	49	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2663.556	1583	0	0	0					0.958996446645849	0.9621836976418652	s3://suching-dev/ner-2003/test.txt	0.8116353316778501	100.78727386615894	0.8130774697938877	0.8101983002832861	s3://suching-dev/ner-2003/train.txt	0	6.569755631244129	0.5	2	reduce_on_plateau	75	1	0.06403433677203442	adam	25	+f1-measure-overall	0.9902760520771432	0.9920145760997148	2663.556	4738.0	54	0.9564754255522628	1583	0	0	0					17.638734529235148	0.957679180887372	0.955274692540108	0	0.9769479381644016	0.979654219072466	s3://suching-dev/ner-2003/dev.txt	0.8906725245014708	61.97968658746458	0.8942992874109263	0.8870750589027263	full
36	5	0.8024025544176628	0.8199252365562089	0.07714939522715278	1230.4743646359912	0.10942812982998454	0.05957590037024571	BIOUL	ner		3	characters	True	single_id	conll2003	glove	29	True	64	basic	0.313952938351484	True	0.3425345288105274	375	98	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.040427566575972684', 'type': 'l2'}]]							53	relu	53	[1, 2, 3]	16	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2675.5640000000008	2055	0	0	0					0.7960805426940885	0.821018628189943	s3://suching-dev/ner-2003/test.txt	0.11138067931181893	1053.1081503408927	0.1476608187134503	0.08941218130311615	s3://suching-dev/ner-2003/train.txt	0	8.65789200877815	0.5	2	reduce_on_plateau	75	1	0.09376877577067674	adam	25	+f1-measure-overall	0.8328119398293891	0.8572200313327211	2675.5640000000008	2698.0	29	0.0	2055	0	0	0					524.4259123368697	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	566.0963864793964	0.0	0.0	full
8	12	0.9861181418169076	0.9879288189712241	0.9361916771752338	57.835565997105036	0.9353267260204938	0.9370582295523392	BIOUL	ner		3	characters	True	single_id	conll2003	glove	36	True	64	basic	0.27778910435622745	True	0.3224137926035882	485	360	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0015643498294221653', 'type': 'l2'}]]							26	relu	26	[1, 2, 3, 4, 5]	62	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2667.568	2143	0	0	0					0.97432970819425	0.9770216431571012	s3://suching-dev/ner-2003/test.txt	0.8862793572310995	114.67559355276602	0.8839380063402607	0.8886331444759207	s3://suching-dev/ner-2003/train.txt	0	5.737857591923372	0.5	2	reduce_on_plateau	75	1	0.00944454792122396	adam	25	+f1-measure-overall	0.9998772228797621	0.999887045049381	2667.568	3537.0	36	0.9992765341730712	2143	0	0	0					0.3638183095238425	0.9993190620079159	0.9992340099578706	0	0.9860207935828044	0.9880261672053268	s3://suching-dev/ner-2003/dev.txt	0.935551634316394	61.59728044622086	0.9342171505286122	0.9368899360484684	full
6	17	0.9850278415949536	0.9869942759238348	0.932343512738266	49.705078685984894	0.9347090663058186	0.9299899023897678	BIOUL	ner		3	characters	True	single_id	conll2003	glove	41	True	64	basic	0.10271452309052392	True	0.09049582425345544	75	130	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.14487109606459603', 'type': 'l2'}]]							42	relu	42	[1, 2, 3, 4, 5]	16	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2657.492	1897	0	0	0					0.9749542371056316	0.9777753849466996	s3://suching-dev/ner-2003/test.txt	0.8883975946232257	78.5618697449013	0.8874558303886926	0.8893413597733711	s3://suching-dev/ner-2003/train.txt	0	7.564994212591065	0.5	2	reduce_on_plateau	75	1	0.000966867914218646	adam	25	+f1-measure-overall	0.994288408366524	0.995093826275286	2657.492	3625.0	41	0.9719920768460236	1897	0	0	0					17.083246870474383	0.972966058331912	0.9710200434061024	0	0.9849110237140298	0.9867995794556288	s3://suching-dev/ner-2003/dev.txt	0.9314883563954952	49.373863762500235	0.934010152284264	0.9289801413665432	full
33	18	0.9819516373972976	0.9843269343094116	0.91455082243774	63.69362907783658	0.9167935058346016	0.9123190844833392	BIOUL	ner		3	characters	True	single_id	conll2003	glove	42	True	64	basic	0.353821990406368	True	0.040457118387470965	488	295	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.04308545074359291', 'type': 'l2'}]]							23	relu	23	[1, 2, 3, 4, 5]	49	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2699.82	2043	0	0	0					0.9722623021427802	0.9756218369764188	s3://suching-dev/ner-2003/test.txt	0.8769543326560758	83.78335493582266	0.8750220341970738	0.8788951841359773	s3://suching-dev/ner-2003/train.txt	0	7.9733565980240755	0.5	2	reduce_on_plateau	75	1	0.00019181881766800463	adam	25	+f1-measure-overall	0.9803163720834296	0.9824281385515248	2699.796	4459.0	42	0.8985600273872449	2043	0	0	0					61.501369788429955	0.9036061623203374	0.8935699391463466	0	0.981737471282271	0.9841906467816672	s3://suching-dev/ner-2003/dev.txt	0.913384498608367	63.35202998741001	0.915469146238377	0.9113093234601144	full
7	12	0.9862738989914724	0.9880845761457888	0.9363743477528536	53.586987738515816	0.9365319865319864	0.9362167620329856	BIOUL	ner		3	characters	True	single_id	conll2003	glove	36	True	64	basic	0.13402237743272938	True	0.2967248842726469	169	340	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0014538950458381843', 'type': 'l2'}]]							46	relu	46	[1, 2, 3, 4, 5]	58	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.344	2265	0	0	0					0.9765909335630452	0.9796920426402498	s3://suching-dev/ner-2003/test.txt	0.8965821778680063	89.26733954747515	0.8944493392070485	0.8987252124645893	s3://suching-dev/ner-2003/train.txt	0	6.207619672244705	0.5	2	reduce_on_plateau	75	1	0.0011013643058534132	adam	25	+f1-measure-overall	0.998453008285	0.9986690960166192	2652.344	3307.0	36	0.9920180498498892	2265	0	0	0					4.56688907254826	0.992377139936973	0.991659219541257	0	0.9858260971145985	0.9876367742689148	s3://suching-dev/ner-2003/dev.txt	0.9342758562652028	57.727382996503046	0.9343544857768052	0.9341972399865364	full
37	10	0.8638876990771387	0.8721622989758966	0.2790194664743643	278.2880832447725	0.4878151260504202	0.19538875799394145	BIOUL	ner		3	characters	True	single_id	conll2003	glove	34	True	64	basic	0.18347720619413505	True	0.1872307118234848	89	190	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.12974273276417034', 'type': 'l2'}]]							24	relu	24	[1, 2, 3, 4, 5]	28	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2650.792	1495	0	0	0					0.8470765586303435	0.8582534725961021	s3://suching-dev/ner-2003/test.txt	0.2533779595884047	251.25626316776984	0.4224886316659777	0.1809490084985836	s3://suching-dev/ner-2003/train.txt	0	7.59747253335599	0.5	2	reduce_on_plateau	75	1	0.07946035487676871	adam	25	+f1-measure-overall	0.8455856714189597	0.8596755737374828	2650.788	3374.0	34	0.2181028240405068	1495	0	0	0					281.01192429282446	0.34146562670052605	0.1602195838120771	0	0.8642186830730891	0.8752385031735525	s3://suching-dev/ner-2003/dev.txt	0.2779564130046031	274.906115363626	0.4753564154786151	0.196398519017166	full
49	50	0.9009773762703944	0.9161831704372884	0.5519114267808177	391.6398074580173	0.7274229074889867	0.44463143722652304	BIOUL	ner		3	characters	True	single_id	conll2003	glove	74	True	64	basic	0.3386122505044086	True	0.4856866028692828	107	230	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.2585545588465298', 'type': 'l2'}]]							22	relu	22	[1, 2, 3]	60	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.84	1663	0	0	0					0.8961128459136427	0.9163131258748788	s3://suching-dev/ner-2003/test.txt	0.5338385433111823	338.63594931143297	0.6581884246042046	0.4490084985835694	s3://suching-dev/ner-2003/train.txt	0	5.567439741300189	0.5	2	reduce_on_plateau	75	1	4.403795690357844e-05	adam	25	+f1-measure-overall	0.8894367476831957	0.9091596642782424	2652.84	6160.0	74	0.4725291589931994	1663	0	0	0					401.4621369795366	0.5922292748605501	0.3930805566194306	0	0.9009384369767532	0.9161442311436472	s3://suching-dev/ner-2003/dev.txt	0.5517025276790839	391.4543762207031	0.7271475770925111	0.4444631437226523	full
13	25	0.9725867372765858	0.97560453253378	0.8680807910081475	99.15022051568128	0.8718383975555932	0.864355435880175	BIOUL	ner		3	characters	True	single_id	conll2003	glove	49	True	64	basic	0.4333005159004155	True	0.3426655708522155	507	225	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.001788988431072361', 'type': 'l2'}]]							29	relu	29	[1, 2, 3, 4, 5]	35	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2705.208	2021	0	0	0					0.9647464197264994	0.9685581996338968	s3://suching-dev/ner-2003/test.txt	0.8384070796459677	104.80910703870985	0.8381104033970276	0.8387039660056658	s3://suching-dev/ner-2003/train.txt	0	5.0239967464047846	0.5	2	reduce_on_plateau	75	1	0.00010264880986061329	adam	25	+f1-measure-overall	0.961251540852859	0.9653277412447636	2705.208	4793.0	49	0.8049790750079979	2021	0	0	0					121.76339895075016	0.8120020782819536	0.7980765138942083	0	0.9725477979829446	0.97560453253378	s3://suching-dev/ner-2003/dev.txt	0.8679851250844666	98.99322006749172	0.8718166383701188	0.8641871423763042	full
